"","URL_of_Anchor","Request_URL","URL_Length","having_At_Symbol","Prefix_Suffix","having_Sub_Domain","Result"
"5545",0,-1,-1,1,-1,0,-1
"5546",0,-1,-1,1,-1,1,-1
"5547",1,1,-1,1,1,0,1
"5548",0,1,-1,1,-1,1,1
"5550",1,1,1,-1,-1,1,1
"5551",-1,1,0,-1,-1,0,-1
"5552",0,-1,-1,1,-1,0,-1
"5553",-1,1,-1,-1,1,1,1
"5554",-1,-1,-1,-1,-1,0,-1
"5555",-1,1,1,-1,-1,0,-1
"5557",0,1,1,1,-1,1,1
"5558",0,1,-1,1,-1,0,-1
"5560",-1,-1,-1,-1,-1,1,-1
"5561",-1,1,1,1,-1,1,-1
"5562",0,-1,-1,1,-1,1,-1
"5563",0,1,-1,1,-1,0,1
"5567",-1,-1,-1,1,-1,0,-1
"5569",-1,1,1,1,-1,0,-1
"5571",0,1,-1,-1,-1,1,1
"5572",0,1,0,1,-1,0,-1
"5576",0,-1,-1,1,-1,0,1
"5577",0,1,-1,1,-1,1,1
"5578",1,-1,-1,1,-1,1,-1
"5581",1,1,-1,-1,-1,1,-1
"5582",1,1,-1,-1,-1,1,-1
"5583",0,-1,-1,-1,-1,0,1
"5585",1,1,1,-1,1,1,1
"5586",1,1,-1,0,-1,1,1
"5587",0,1,-1,-1,0,1,1
"5590",0,-1,-1,1,-1,1,1
"5593",0,1,-1,1,-1,1,1
"5594",0,-1,-1,1,1,1,1
"5595",1,1,-1,1,-1,1,1
"5596",0,-1,-1,1,-1,0,-1
"5597",0,1,-1,1,-1,1,1
"5598",0,1,-1,1,-1,1,1
"5601",0,1,1,-1,1,1,1
"5603",-1,0,-1,1,-1,0,-1
"5604",0,-1,-1,1,-1,0,-1
"5605",0,-1,-1,-1,-1,0,-1
"5606",1,1,1,1,-1,1,1
"5607",0,0,-1,1,-1,0,-1
"5608",0,1,-1,1,-1,0,1
"5609",0,0,-1,1,-1,1,1
"5610",0,-1,-1,-1,-1,0,-1
"5611",0,-1,-1,1,-1,0,-1
"5613",-1,1,-1,1,-1,0,-1
"5614",0,1,-1,-1,-1,1,1
"5616",-1,-1,-1,1,-1,0,-1
"5618",-1,-1,-1,-1,-1,0,-1
"5619",1,-1,-1,1,1,1,1
"5620",0,-1,-1,1,1,1,1
"5621",1,1,-1,1,-1,1,1
"5622",-1,1,1,1,-1,0,-1
"5623",0,-1,-1,1,-1,0,1
"5626",-1,-1,-1,1,-1,-1,-1
"5627",1,-1,-1,-1,1,0,1
"5628",1,1,1,1,-1,1,1
"5629",0,1,-1,1,-1,1,1
"5630",0,1,1,-1,-1,-1,1
"5631",-1,1,-1,1,-1,0,-1
"5633",0,1,0,1,-1,0,-1
"5634",1,-1,-1,-1,1,-1,1
"5635",0,-1,-1,-1,-1,-1,1
"5636",0,1,0,1,-1,0,-1
"5637",0,1,-1,1,-1,1,1
"5638",-1,1,-1,1,-1,0,-1
"5640",1,1,-1,1,1,-1,1
"5641",-1,-1,-1,-1,-1,0,-1
"5642",1,1,-1,-1,-1,1,1
"5644",0,1,-1,1,-1,1,1
"5646",0,-1,-1,1,-1,0,-1
"5648",1,1,-1,1,1,-1,1
"5649",1,1,1,1,-1,1,1
"5650",0,-1,-1,1,-1,-1,1
"5651",0,1,-1,-1,-1,1,1
"5652",0,1,-1,1,-1,1,1
"5653",-1,1,1,-1,-1,-1,-1
"5654",-1,-1,-1,1,-1,-1,-1
"5655",0,1,-1,1,-1,1,1
"5656",0,-1,-1,1,-1,0,-1
"5657",1,-1,-1,-1,-1,1,1
"5658",0,1,1,-1,-1,1,1
"5659",1,1,-1,-1,-1,0,-1
"5660",0,-1,-1,1,-1,0,-1
"5661",-1,-1,0,1,-1,0,-1
"5662",0,1,-1,-1,-1,-1,1
"5664",0,1,-1,1,-1,1,1
"5666",0,1,-1,-1,1,1,1
"5667",1,1,-1,-1,1,1,1
"5668",-1,-1,-1,-1,-1,-1,-1
"5669",-1,-1,-1,-1,-1,0,-1
"5670",1,1,-1,1,-1,1,1
"5671",0,-1,-1,1,1,0,1
"5674",1,1,1,-1,1,-1,1
"5676",0,-1,-1,1,-1,0,-1
"5677",0,1,-1,1,-1,0,-1
"5679",1,-1,-1,1,1,1,1
"5680",-1,-1,1,-1,-1,0,-1
"5681",0,1,-1,0,-1,1,1
"5682",1,1,-1,1,-1,1,1
"5684",0,-1,-1,1,-1,1,-1
"5685",0,-1,-1,1,-1,0,-1
"5686",-1,1,-1,1,-1,0,-1
"5689",1,-1,-1,1,-1,0,-1
"5690",0,1,1,1,1,1,1
"5691",0,1,1,1,-1,-1,1
"5692",-1,1,-1,1,-1,0,-1
"5693",-1,-1,-1,1,-1,0,-1
"5695",0,-1,-1,-1,-1,1,1
"5697",1,1,-1,1,-1,1,1
"5699",-1,1,-1,-1,-1,1,-1
"5702",1,1,-1,1,1,1,1
"5703",0,1,-1,1,-1,1,-1
"5704",0,1,-1,1,-1,1,1
"5707",0,-1,-1,1,-1,1,1
"5709",-1,1,-1,1,-1,0,-1
"5710",-1,1,-1,1,-1,0,-1
"5712",0,1,-1,1,-1,0,-1
"5713",1,1,-1,1,1,1,1
"5714",-1,-1,-1,1,-1,0,-1
"5715",1,-1,-1,-1,-1,1,1
"5716",-1,-1,-1,-1,-1,0,-1
"5718",-1,1,-1,-1,-1,0,-1
"5720",1,1,-1,1,-1,1,1
"5721",-1,1,-1,1,-1,0,-1
"5722",0,1,-1,1,0,1,1
"5723",1,-1,-1,1,-1,-1,1
"5724",-1,-1,-1,-1,-1,0,-1
"5725",-1,1,-1,-1,-1,0,-1
"5726",1,-1,-1,1,-1,0,1
"5729",-1,1,1,1,-1,0,-1
"5730",1,1,1,1,1,1,1
"5731",0,1,1,1,-1,-1,1
"5732",0,-1,-1,1,-1,0,-1
"5733",0,1,-1,-1,-1,0,-1
"5734",0,-1,0,1,-1,0,-1
"5735",-1,1,-1,-1,-1,0,-1
"5737",-1,-1,-1,-1,-1,1,-1
"5738",-1,1,-1,-1,-1,0,-1
"5740",1,1,-1,1,1,1,1
"5741",0,1,-1,1,-1,1,-1
"5742",0,1,-1,1,-1,-1,1
"5744",0,1,-1,-1,-1,1,-1
"5745",0,-1,-1,-1,-1,0,-1
"5749",0,1,-1,-1,-1,-1,-1
"5750",1,1,1,1,1,1,1
"5752",0,1,-1,1,-1,-1,1
"5753",-1,1,-1,1,-1,-1,-1
"5754",-1,1,1,1,-1,0,-1
"5755",-1,1,-1,1,-1,0,-1
"5757",0,-1,-1,1,-1,1,1
"5759",1,1,-1,1,-1,1,1
"5760",0,1,-1,1,-1,1,1
"5761",-1,-1,-1,1,-1,0,-1
"5762",0,1,1,-1,-1,-1,1
"5763",1,-1,-1,1,0,-1,1
"5764",0,1,-1,1,-1,1,1
"5769",0,1,-1,1,-1,0,-1
"5771",1,1,-1,-1,1,1,1
"5772",0,1,-1,1,1,1,1
"5773",-1,1,-1,-1,-1,0,-1
"5775",1,-1,-1,1,1,1,1
"5776",-1,-1,-1,1,-1,0,-1
"5778",0,1,-1,1,-1,1,1
"5780",-1,-1,0,1,-1,0,-1
"5781",0,-1,-1,1,-1,0,1
"5782",-1,1,1,1,-1,-1,-1
"5787",-1,1,1,-1,-1,-1,-1
"5788",-1,1,-1,1,-1,-1,-1
"5789",0,1,-1,0,-1,0,-1
"5791",0,1,-1,1,-1,0,-1
"5793",-1,-1,-1,1,-1,0,-1
"5794",0,1,1,1,-1,1,-1
"5795",-1,1,-1,-1,-1,1,1
"5796",0,1,-1,1,-1,1,1
"5797",0,-1,-1,1,-1,0,1
"5798",-1,-1,-1,1,-1,0,-1
"5799",1,1,-1,1,-1,1,1
"5800",-1,1,-1,1,-1,0,-1
"5802",-1,1,1,1,-1,0,-1
"5804",0,1,-1,1,-1,0,-1
"5805",1,1,-1,1,1,1,1
"5809",-1,-1,1,1,-1,0,-1
"5810",-1,-1,-1,1,-1,0,-1
"5812",0,-1,-1,1,-1,1,1
"5813",-1,1,-1,1,-1,1,1
"5814",0,-1,-1,1,-1,1,1
"5815",0,1,-1,1,-1,1,1
"5816",-1,-1,-1,-1,-1,1,-1
"5817",-1,-1,-1,1,-1,0,-1
"5818",-1,-1,-1,-1,-1,0,-1
"5819",0,-1,-1,-1,-1,0,-1
"5821",0,-1,-1,1,-1,1,1
"5822",-1,-1,-1,1,-1,0,-1
"5823",-1,1,-1,1,-1,0,-1
"5824",-1,1,1,1,-1,0,-1
"5825",-1,-1,-1,1,-1,0,-1
"5828",-1,-1,-1,1,-1,0,-1
"5829",1,1,-1,1,1,1,1
"5832",1,-1,-1,-1,-1,1,1
"5833",0,1,-1,1,-1,1,-1
"5834",1,1,-1,1,-1,1,1
"5835",0,-1,-1,-1,-1,-1,1
"5836",-1,1,-1,1,-1,0,-1
"5837",0,1,-1,1,-1,-1,1
"5842",0,1,-1,1,-1,-1,1
"5843",-1,0,-1,1,-1,1,-1
"5844",0,1,-1,1,-1,1,1
"5846",-1,-1,1,1,-1,0,-1
"5847",-1,1,1,1,-1,0,-1
"5848",-1,-1,-1,1,-1,0,-1
"5849",-1,1,1,1,-1,1,-1
"5850",0,1,-1,1,-1,1,1
"5851",-1,-1,0,-1,-1,0,-1
"5852",0,-1,-1,1,-1,0,-1
"5853",0,-1,-1,1,-1,0,1
"5855",-1,-1,-1,-1,-1,0,-1
"5857",1,1,-1,1,1,1,1
"5858",0,1,-1,1,1,1,1
"5860",0,1,-1,1,-1,-1,1
"5861",-1,1,-1,1,-1,0,-1
"5864",1,1,-1,-1,-1,1,1
"5865",-1,1,-1,1,-1,1,-1
"5868",-1,1,-1,1,-1,0,-1
"5869",0,1,-1,1,-1,1,1
"5872",1,1,1,1,-1,-1,1
"5873",0,1,-1,1,1,1,1
"5876",0,1,-1,1,-1,0,1
"5877",1,-1,-1,1,-1,1,1
"5878",-1,-1,-1,1,-1,0,-1
"5879",-1,-1,-1,1,-1,0,-1
"5883",1,1,1,1,1,1,1
"5884",1,1,-1,1,-1,1,1
"5885",0,1,-1,1,-1,1,-1
"5886",0,1,-1,1,-1,1,1
"5888",1,1,-1,1,-1,0,1
"5889",1,-1,-1,1,-1,1,1
"5890",-1,-1,-1,1,-1,0,-1
"5891",-1,-1,-1,1,-1,0,-1
"5892",-1,-1,-1,1,-1,0,-1
"5893",-1,-1,-1,1,-1,0,-1
"5894",-1,0,-1,1,-1,0,-1
"5895",0,1,1,1,-1,-1,1
"5896",-1,1,-1,-1,-1,0,-1
"5897",-1,1,-1,1,-1,0,-1
"5899",0,-1,-1,1,-1,0,1
"5902",1,-1,-1,1,-1,-1,1
"5903",0,-1,-1,1,-1,-1,1
"5904",0,1,-1,1,-1,-1,1
"5905",0,1,-1,0,-1,0,-1
"5908",-1,1,1,-1,-1,0,-1
"5909",0,-1,-1,1,-1,1,-1
"5910",-1,-1,-1,1,-1,1,-1
"5911",1,-1,-1,1,-1,0,-1
"5912",1,-1,-1,1,1,1,1
"5915",0,1,-1,1,-1,1,1
"5917",0,1,-1,1,-1,-1,1
"5918",1,1,-1,1,-1,1,1
"5920",0,-1,-1,1,-1,1,1
"5921",0,-1,-1,1,-1,1,1
"5923",0,1,1,1,1,1,1
"5924",-1,-1,-1,-1,-1,1,-1
"5925",0,1,-1,1,-1,-1,1
"5927",1,1,-1,1,-1,1,1
"5929",0,1,-1,1,-1,0,1
"5931",1,-1,-1,1,-1,0,1
"5933",-1,-1,-1,-1,-1,0,-1
"5934",0,1,-1,1,-1,1,-1
"5935",0,0,1,1,-1,0,1
"5936",-1,-1,-1,-1,-1,1,-1
"5937",0,1,1,1,-1,0,-1
"5938",-1,-1,-1,1,-1,0,-1
"5940",0,-1,-1,1,-1,0,1
"5941",0,1,1,1,-1,0,1
"5943",1,0,1,1,-1,1,1
"5944",-1,-1,-1,1,-1,0,-1
"5945",-1,-1,-1,1,-1,0,-1
"5946",0,-1,-1,1,-1,0,-1
"5947",-1,-1,-1,1,-1,1,-1
"5948",1,-1,-1,1,-1,1,1
"5950",-1,1,1,1,-1,0,-1
"5952",0,-1,-1,1,-1,1,1
"5954",-1,-1,-1,1,-1,1,-1
"5955",1,1,1,1,1,0,1
"5957",0,1,-1,1,-1,1,-1
"5960",1,1,-1,1,-1,1,1
"5962",0,1,-1,1,-1,0,1
"5963",0,-1,-1,1,-1,0,-1
"5964",0,1,-1,1,-1,1,1
"5966",0,1,-1,1,1,0,1
"5967",0,-1,-1,1,-1,0,-1
"5968",-1,1,-1,1,-1,0,-1
"5970",-1,1,-1,1,-1,0,-1
"5972",0,-1,-1,1,-1,-1,-1
"5973",1,-1,-1,-1,1,1,1
"5974",-1,-1,-1,-1,-1,-1,-1
"5976",0,-1,-1,1,-1,0,1
"5977",-1,1,1,-1,-1,-1,-1
"5978",-1,1,0,-1,-1,-1,-1
"5979",1,-1,-1,1,-1,0,1
"5981",-1,1,-1,-1,-1,0,-1
"5982",-1,1,-1,1,-1,0,-1
"5984",-1,-1,-1,1,-1,0,-1
"5985",-1,1,-1,1,-1,1,-1
"5987",1,1,-1,-1,1,1,1
"5988",0,1,-1,1,-1,1,1
"5989",0,-1,-1,1,-1,0,-1
"5990",1,-1,-1,1,-1,0,1
"5991",1,1,1,1,-1,1,1
"5992",-1,1,-1,1,0,0,-1
"5994",0,-1,-1,1,-1,0,1
"5995",1,-1,-1,1,-1,1,1
"5996",0,-1,-1,1,-1,0,1
"5997",0,-1,-1,1,-1,1,-1
"5999",1,1,1,1,-1,1,1
"6001",0,1,-1,-1,-1,0,1
"6004",0,0,-1,1,-1,1,1
"6006",1,-1,-1,-1,1,1,1
"6008",-1,1,-1,0,-1,0,-1
"6009",0,0,1,-1,-1,0,1
"6011",0,1,-1,-1,-1,1,1
"6012",0,-1,-1,1,0,0,-1
"6013",0,1,-1,1,-1,1,1
"6014",-1,-1,-1,-1,-1,1,-1
"6015",0,1,-1,1,-1,0,-1
"6016",1,1,-1,1,-1,1,1
"6017",-1,-1,-1,1,0,0,-1
"6018",0,1,-1,-1,-1,0,1
"6020",0,1,-1,1,-1,0,1
"6022",1,1,-1,1,-1,0,1
"6023",-1,1,1,-1,-1,1,-1
"6024",1,1,-1,1,-1,1,1
"6025",0,1,-1,1,1,1,1
"6027",0,1,-1,1,-1,0,-1
"6028",1,1,-1,1,1,1,1
"6030",0,1,-1,1,1,0,1
"6031",0,1,-1,1,-1,1,1
"6032",0,1,-1,1,-1,0,-1
"6033",-1,1,-1,1,-1,0,-1
"6034",0,-1,-1,1,-1,1,1
"6035",0,1,-1,1,-1,1,1
"6036",0,-1,-1,1,-1,0,-1
"6037",1,-1,-1,1,1,1,1
"6039",1,-1,-1,1,1,0,1
"6040",-1,1,1,1,-1,1,-1
"6041",0,1,-1,1,1,0,1
"6042",0,1,1,-1,-1,1,-1
"6043",-1,1,1,-1,-1,1,-1
"6046",0,1,-1,1,-1,1,1
"6047",0,-1,-1,1,-1,1,1
"6048",0,-1,-1,1,-1,1,1
"6049",1,-1,-1,1,-1,1,-1
"6050",1,1,1,-1,1,1,1
"6052",1,1,1,1,-1,-1,1
"6053",0,1,-1,1,-1,0,1
"6054",-1,1,-1,-1,-1,0,-1
"6055",0,-1,-1,1,-1,0,-1
"6056",0,1,-1,1,-1,1,-1
"6057",1,1,1,1,1,-1,1
"6058",0,1,-1,1,-1,0,-1
"6059",1,-1,-1,-1,1,0,1
"6060",1,1,1,-1,1,1,1
"6061",0,-1,-1,1,-1,1,1
"6063",0,-1,-1,1,-1,1,1
"6064",0,-1,-1,1,-1,0,-1
"6065",0,-1,-1,1,-1,-1,1
"6066",0,1,-1,1,-1,-1,1
"6067",1,1,-1,1,-1,1,1
"6068",1,1,-1,1,-1,1,1
"6069",1,-1,-1,1,1,-1,1
"6072",0,1,-1,1,-1,0,1
"6074",0,-1,-1,-1,-1,0,-1
"6075",0,1,1,1,-1,-1,1
"6077",0,1,-1,1,-1,1,1
"6078",1,1,-1,1,-1,1,1
"6079",0,-1,-1,1,-1,1,1
"6083",1,1,-1,1,-1,1,1
"6085",0,1,-1,1,-1,0,-1
"6086",0,1,-1,-1,-1,1,1
"6087",0,1,1,1,-1,1,1
"6088",0,-1,1,-1,-1,1,1
"6090",1,1,-1,1,1,1,1
"6091",0,1,-1,1,-1,1,1
"6092",0,1,-1,1,-1,1,-1
"6093",-1,1,-1,1,-1,0,-1
"6095",0,1,-1,1,-1,0,-1
"6096",-1,1,1,-1,-1,0,-1
"6097",0,-1,-1,-1,-1,0,-1
"6098",1,1,-1,0,-1,-1,1
"6099",-1,-1,-1,1,0,0,-1
"6100",0,1,-1,-1,-1,0,-1
"6101",-1,1,1,1,-1,0,-1
"6103",1,1,1,0,-1,1,1
"6104",0,1,-1,1,1,0,1
"6105",1,1,-1,1,1,0,1
"6106",-1,1,1,1,-1,0,-1
"6107",1,-1,-1,-1,-1,-1,1
"6108",-1,-1,-1,1,-1,0,-1
"6110",0,1,-1,1,0,1,1
"6111",0,1,1,1,-1,1,1
"6112",-1,-1,-1,-1,-1,0,-1
"6114",-1,-1,-1,1,-1,0,-1
"6115",-1,-1,-1,1,-1,0,-1
"6119",0,0,-1,1,-1,-1,1
"6122",0,1,-1,1,-1,1,1
"6123",1,1,1,1,-1,-1,1
"6124",0,-1,-1,1,-1,0,-1
"6125",0,1,-1,1,-1,-1,1
"6126",-1,1,-1,1,-1,0,-1
"6127",1,-1,1,1,-1,-1,1
"6128",0,-1,-1,1,-1,0,1
"6130",-1,1,-1,1,-1,0,-1
"6133",-1,1,-1,1,-1,0,-1
"6134",0,-1,-1,-1,1,-1,1
"6138",0,-1,-1,1,-1,-1,1
"6141",0,-1,-1,1,-1,-1,1
"6144",1,1,-1,1,-1,1,1
"6145",-1,-1,-1,1,-1,0,-1
"6146",-1,-1,-1,1,-1,0,-1
"6147",0,-1,-1,-1,-1,1,-1
"6148",0,1,-1,1,-1,1,1
"6149",1,1,-1,1,1,0,1
"6152",-1,-1,-1,1,-1,0,-1
"6154",-1,-1,-1,1,-1,0,-1
"6156",0,-1,-1,1,-1,0,1
"6157",1,1,-1,1,1,0,1
"6158",-1,1,-1,1,-1,0,-1
"6159",-1,1,-1,1,-1,1,-1
"6160",1,1,-1,1,-1,1,1
"6161",-1,-1,-1,1,-1,0,-1
"6162",-1,-1,-1,-1,-1,0,-1
"6163",1,1,-1,1,1,1,1
"6164",-1,-1,-1,-1,-1,1,-1
"6165",-1,-1,-1,-1,-1,0,-1
"6166",-1,1,1,-1,-1,0,-1
"6167",0,1,-1,1,-1,0,1
"6168",0,1,-1,1,-1,0,1
"6170",-1,1,1,-1,-1,1,-1
"6171",1,-1,-1,1,-1,1,1
"6172",0,1,-1,1,-1,1,1
"6173",-1,-1,-1,0,-1,0,-1
"6174",0,-1,-1,1,-1,0,-1
"6175",0,1,-1,1,-1,0,-1
"6179",1,1,-1,1,1,0,1
"6181",-1,1,1,-1,-1,0,-1
"6182",0,1,0,-1,-1,0,1
"6184",0,1,-1,1,-1,0,-1
"6185",-1,-1,-1,-1,-1,0,-1
"6186",0,-1,-1,1,1,1,1
"6188",0,-1,-1,1,-1,0,-1
"6189",0,1,-1,-1,-1,1,1
"6191",0,-1,-1,1,-1,0,-1
"6192",0,1,-1,1,-1,-1,1
"6193",-1,-1,1,1,-1,0,-1
"6194",0,1,1,1,1,1,1
"6195",0,1,0,1,-1,1,1
"6196",0,1,-1,1,-1,0,1
"6197",0,0,-1,1,-1,0,-1
"6198",1,-1,-1,1,-1,1,1
"6199",0,1,-1,1,-1,1,1
"6202",-1,-1,0,1,-1,0,-1
"6203",-1,-1,-1,1,-1,0,-1
"6205",0,-1,-1,1,1,0,1
"6206",-1,-1,-1,1,-1,0,-1
"6207",0,-1,-1,1,-1,1,1
"6209",0,1,-1,1,0,1,1
"6210",-1,-1,-1,1,-1,0,-1
"6211",-1,-1,-1,1,-1,0,-1
"6212",1,-1,-1,1,-1,0,1
"6213",0,-1,-1,1,-1,0,1
"6214",-1,1,1,-1,-1,0,-1
"6215",1,-1,-1,0,1,-1,1
"6216",1,-1,-1,1,-1,1,1
"6217",1,1,-1,1,-1,-1,1
"6218",-1,-1,-1,1,-1,0,-1
"6220",0,1,-1,1,-1,-1,1
"6221",0,-1,1,1,-1,-1,-1
"6223",-1,-1,-1,1,-1,-1,-1
"6225",1,-1,-1,1,-1,-1,1
"6226",1,1,1,-1,-1,0,1
"6228",0,1,1,1,-1,1,1
"6229",0,1,1,-1,-1,1,1
"6230",0,1,-1,1,1,1,1
"6232",-1,-1,0,-1,-1,1,-1
"6234",1,-1,-1,1,-1,-1,1
"6235",0,1,-1,1,-1,1,1
"6236",0,1,-1,1,-1,1,1
"6237",0,-1,-1,1,1,1,1
"6238",0,1,-1,1,-1,0,1
"6239",-1,-1,-1,1,-1,-1,-1
"6240",1,1,1,-1,1,0,1
"6241",-1,-1,-1,1,-1,0,-1
"6242",0,1,-1,1,-1,-1,1
"6244",1,1,-1,1,-1,1,1
"6245",-1,1,-1,1,-1,0,-1
"6246",0,-1,1,1,-1,0,-1
"6250",-1,1,-1,1,-1,0,-1
"6251",-1,-1,-1,1,-1,1,-1
"6252",-1,-1,-1,1,-1,1,-1
"6253",1,-1,-1,1,-1,1,1
"6255",-1,1,-1,1,-1,0,-1
"6256",0,-1,0,1,-1,0,-1
"6257",0,1,-1,1,-1,1,1
"6259",0,-1,-1,1,-1,-1,1
"6260",-1,-1,-1,1,-1,1,-1
"6261",0,-1,0,1,-1,1,1
"6262",0,-1,-1,1,-1,1,1
"6263",0,1,1,-1,-1,0,-1
"6264",0,1,-1,1,-1,0,-1
"6265",0,1,-1,1,-1,0,1
"6266",-1,-1,-1,-1,-1,1,-1
"6267",1,1,1,1,-1,1,1
"6269",0,1,1,1,-1,0,1
"6270",0,-1,1,1,-1,1,1
"6271",0,-1,-1,1,-1,1,1
"6272",1,-1,1,1,1,1,1
"6273",-1,1,-1,-1,-1,1,-1
"6274",1,1,1,1,-1,1,1
"6275",1,1,-1,1,1,1,1
"6277",0,1,-1,1,-1,1,1
"6278",-1,1,-1,1,-1,1,1
"6280",0,1,-1,1,-1,1,1
"6281",-1,1,-1,-1,-1,0,-1
"6283",0,1,-1,1,-1,0,1
"6286",0,-1,0,1,-1,0,1
"6288",1,1,-1,1,-1,1,1
"6289",0,1,-1,1,-1,1,1
"6291",-1,-1,-1,1,-1,1,-1
"6296",0,1,-1,-1,-1,0,1
"6297",1,1,-1,1,1,0,1
"6298",1,1,-1,1,-1,1,1
"6299",0,1,-1,1,-1,1,1
"6300",0,-1,-1,1,-1,0,-1
"6302",0,1,-1,1,-1,1,-1
"6303",-1,1,-1,1,-1,0,-1
"6304",1,1,-1,-1,-1,0,1
"6305",0,1,1,1,-1,0,-1
"6306",1,-1,-1,-1,1,1,1
"6307",1,1,-1,-1,1,1,1
"6308",1,1,-1,1,-1,-1,1
"6309",0,-1,-1,1,-1,0,1
"6310",0,1,-1,1,-1,0,1
"6312",0,-1,-1,1,-1,-1,1
"6313",0,-1,-1,-1,1,1,1
"6314",-1,1,1,1,-1,0,-1
"6317",-1,-1,-1,1,-1,0,-1
"6318",1,1,1,1,-1,-1,1
"6319",0,1,-1,-1,-1,0,-1
"6320",0,1,-1,1,-1,0,1
"6322",0,1,1,1,1,1,1
"6323",-1,1,-1,1,-1,0,-1
"6324",0,-1,-1,1,-1,1,1
"6326",-1,1,1,1,-1,0,-1
"6327",0,-1,1,-1,1,1,1
"6328",0,1,-1,1,1,0,1
"6330",0,1,-1,1,-1,1,1
"6331",0,1,-1,1,-1,0,1
"6332",-1,1,-1,1,-1,0,-1
"6333",0,1,-1,-1,-1,0,-1
"6336",0,-1,-1,1,-1,1,1
"6337",-1,-1,-1,1,-1,0,-1
"6338",-1,-1,-1,0,-1,-1,-1
"6339",-1,1,-1,1,-1,-1,-1
"6340",0,1,-1,-1,-1,1,1
"6341",0,1,-1,1,-1,0,1
"6342",0,1,1,1,-1,1,1
"6344",-1,-1,-1,1,-1,-1,-1
"6345",0,1,-1,1,-1,1,1
"6346",0,-1,-1,1,-1,0,-1
"6348",0,1,1,1,-1,0,-1
"6349",0,1,-1,1,1,-1,1
"6350",0,1,-1,1,-1,-1,1
"6351",1,1,-1,1,-1,-1,1
"6352",-1,1,-1,1,-1,0,-1
"6353",-1,-1,-1,1,-1,0,-1
"6354",1,-1,-1,1,1,-1,1
"6357",0,-1,-1,1,-1,1,1
"6358",0,1,1,1,-1,1,1
"6359",0,-1,-1,1,-1,-1,1
"6360",0,-1,-1,1,-1,-1,1
"6361",0,1,-1,1,-1,-1,-1
"6363",0,1,-1,1,-1,1,1
"6364",0,1,-1,1,-1,0,1
"6366",0,-1,-1,1,-1,0,-1
"6367",0,1,-1,1,-1,1,-1
"6368",0,1,-1,1,-1,0,-1
"6369",-1,-1,-1,1,-1,0,-1
"6377",0,1,1,1,-1,1,1
"6379",-1,0,1,1,-1,-1,-1
"6380",-1,-1,-1,-1,-1,-1,-1
"6382",0,-1,-1,1,-1,-1,-1
"6383",1,-1,-1,-1,-1,1,1
"6384",-1,0,-1,1,-1,1,-1
"6386",0,1,-1,1,-1,1,1
"6388",0,-1,-1,1,-1,1,1
"6389",0,-1,-1,-1,-1,1,-1
"6390",0,1,1,1,-1,0,1
"6391",1,-1,-1,-1,-1,0,1
"6392",1,1,1,1,1,0,1
"6393",-1,-1,-1,-1,-1,0,-1
"6395",0,1,-1,1,1,0,1
"6396",0,1,-1,1,-1,0,1
"6401",0,1,-1,1,-1,1,1
"6402",0,-1,1,-1,-1,1,1
"6403",-1,1,-1,-1,-1,0,-1
"6405",-1,-1,-1,1,-1,1,-1
"6407",0,1,-1,1,-1,0,1
"6408",0,1,1,1,-1,1,1
"6409",0,1,-1,1,1,1,1
"6410",0,1,0,-1,-1,0,-1
"6411",-1,-1,1,1,-1,0,-1
"6412",0,1,1,0,-1,0,1
"6413",-1,-1,-1,1,-1,0,-1
"6414",0,-1,-1,1,-1,1,1
"6415",0,-1,-1,1,-1,0,-1
"6417",0,1,-1,1,-1,1,1
"6418",0,1,-1,1,-1,1,1
"6419",-1,1,-1,-1,-1,0,-1
"6421",0,-1,-1,1,-1,0,1
"6422",0,1,-1,1,-1,1,1
"6423",0,-1,-1,1,-1,1,-1
"6424",-1,-1,-1,-1,-1,0,-1
"6425",0,1,1,-1,-1,1,1
"6426",0,1,-1,1,-1,1,1
"6427",1,1,-1,0,-1,1,1
"6428",0,1,-1,1,-1,0,1
"6429",0,1,-1,1,-1,-1,1
"6430",0,1,1,1,-1,1,1
"6431",-1,1,1,1,1,1,1
"6433",0,-1,-1,1,-1,0,1
"6434",0,1,1,1,-1,1,1
"6438",0,-1,-1,1,-1,1,-1
"6441",0,1,1,-1,-1,1,1
"6442",0,1,-1,1,-1,0,-1
"6445",0,1,0,1,-1,1,1
"6447",0,1,-1,1,-1,1,1
"6449",0,1,-1,1,-1,0,-1
"6450",-1,-1,1,1,-1,1,-1
"6452",0,-1,-1,1,-1,-1,1
"6453",0,-1,-1,1,-1,1,1
"6454",1,1,-1,0,-1,0,-1
"6455",-1,1,-1,1,-1,0,-1
"6457",0,-1,-1,1,-1,0,-1
"6458",0,-1,-1,1,-1,1,1
"6459",0,1,-1,1,-1,1,1
"6461",-1,-1,1,1,-1,0,-1
"6462",-1,-1,-1,1,-1,0,-1
"6463",-1,1,-1,1,-1,0,-1
"6464",-1,-1,-1,1,-1,0,-1
"6465",-1,1,1,1,-1,0,-1
"6466",0,-1,-1,1,-1,-1,1
"6467",1,1,1,1,-1,1,1
"6468",1,-1,-1,-1,1,1,1
"6469",-1,1,-1,1,-1,0,-1
"6471",-1,1,-1,1,-1,0,-1
"6472",1,-1,-1,1,1,1,1
"6473",0,-1,-1,1,-1,0,-1
