"","URL_of_Anchor","SSLfinal_State","web_traffic","having_Sub_Domain","Prefix_Suffix","Links_in_tags","SFH","Domain_registration_length","Result"
"3622",-1,-1,0,-1,-1,0,-1,1,-1
"3623",1,1,1,1,-1,1,-1,-1,1
"3626",0,1,1,1,-1,-1,-1,-1,1
"3630",0,1,0,0,-1,-1,-1,1,-1
"3634",1,1,1,-1,-1,-1,-1,-1,1
"3635",-1,0,-1,0,-1,0,0,-1,-1
"3639",0,-1,1,0,-1,-1,-1,1,1
"3640",0,1,1,1,-1,1,-1,-1,1
"3644",-1,0,0,0,-1,0,1,-1,-1
"3645",0,1,1,1,-1,1,1,-1,1
"3647",-1,-1,0,0,-1,-1,-1,0,-1
"3651",-1,-1,1,-1,-1,1,-1,-1,-1
"3655",-1,-1,-1,1,-1,1,-1,1,-1
"3658",0,1,1,0,1,0,-1,-1,1
"3659",0,0,1,0,-1,0,1,-1,1
"3662",-1,1,0,0,-1,-1,-1,1,-1
"3667",-1,0,-1,0,-1,1,-1,1,-1
"3672",0,1,1,-1,-1,1,1,-1,1
"3687",0,1,0,1,-1,0,-1,1,1
"3691",0,1,0,-1,-1,0,-1,-1,-1
"3695",0,-1,0,-1,-1,-1,-1,1,-1
"3698",0,1,0,-1,-1,0,-1,-1,-1
"3707",0,1,1,-1,-1,1,1,-1,1
"3709",-1,-1,-1,-1,-1,0,1,-1,-1
"3719",0,0,-1,0,-1,0,-1,1,-1
"3723",-1,-1,-1,0,-1,1,-1,1,-1
"3730",0,1,1,-1,-1,0,-1,-1,1
"3731",0,1,0,-1,-1,0,-1,-1,1
"3736",0,-1,-1,-1,-1,0,-1,1,-1
"3748",0,1,1,-1,-1,0,-1,-1,1
"3752",0,1,1,1,-1,-1,-1,-1,1
"3754",-1,0,-1,0,-1,1,-1,-1,-1
"3756",0,0,1,1,-1,-1,-1,-1,1
"3757",1,1,1,1,0,1,-1,-1,1
"3759",0,1,1,-1,-1,0,-1,-1,1
"3762",0,1,0,1,-1,-1,-1,-1,1
"3763",0,1,1,0,-1,1,-1,1,1
"3768",0,-1,1,1,-1,0,-1,1,-1
"3771",0,1,0,1,-1,1,1,-1,1
"3774",0,-1,1,-1,-1,-1,-1,-1,-1
"3778",0,-1,-1,-1,-1,-1,-1,-1,-1
"3781",0,1,0,1,-1,1,-1,-1,-1
"3786",-1,-1,-1,-1,-1,0,-1,-1,-1
"3787",0,-1,1,1,-1,-1,-1,1,-1
"3789",0,1,1,-1,-1,-1,-1,-1,1
"3790",-1,-1,-1,0,-1,1,1,-1,-1
"3792",-1,-1,-1,0,-1,1,-1,1,-1
"3796",0,-1,1,-1,-1,0,-1,1,1
"3797",1,1,1,-1,-1,1,1,-1,1
"3799",-1,-1,1,0,-1,1,-1,-1,-1
"3802",1,1,-1,1,1,-1,-1,1,1
"3805",1,1,1,-1,-1,1,-1,-1,1
"3806",0,1,1,-1,-1,0,-1,1,1
"3807",0,1,1,0,-1,-1,1,-1,1
"3809",0,1,1,-1,-1,0,1,-1,1
"3811",0,1,1,-1,-1,0,-1,-1,1
"3812",0,-1,1,0,-1,-1,-1,-1,-1
"3814",0,-1,-1,-1,-1,0,-1,1,-1
"3816",-1,-1,-1,-1,-1,-1,-1,1,-1
"3817",1,1,0,0,1,-1,-1,-1,1
"3818",0,1,0,1,-1,0,-1,1,1
"3823",-1,-1,-1,1,-1,0,-1,0,-1
"3828",0,1,1,0,-1,0,1,-1,1
"3834",1,1,-1,1,-1,0,-1,-1,1
"3836",-1,1,0,-1,-1,0,-1,0,-1
"3839",-1,-1,-1,0,-1,1,0,-1,-1
"3841",0,1,1,1,1,0,-1,-1,1
"3845",0,1,1,1,-1,1,-1,-1,1
"3847",-1,-1,1,-1,0,-1,-1,-1,-1
"3852",0,-1,-1,-1,-1,-1,-1,1,-1
"3853",0,1,1,0,-1,1,-1,-1,1
"3855",-1,-1,0,0,-1,1,-1,-1,-1
"3871",0,-1,1,-1,-1,-1,-1,-1,-1
"3872",-1,-1,-1,-1,-1,1,-1,0,-1
"3874",1,1,1,1,-1,0,-1,-1,1
"3876",0,-1,0,-1,-1,-1,-1,-1,-1
"3879",1,1,1,0,1,1,-1,-1,1
"3887",0,1,1,0,-1,1,-1,-1,1
"3888",0,1,1,-1,1,0,-1,-1,1
"3889",0,1,1,-1,-1,1,-1,-1,1
"3890",-1,-1,-1,-1,-1,0,-1,1,-1
"3891",-1,-1,1,-1,-1,0,1,-1,-1
"3902",0,1,1,1,-1,0,-1,-1,1
"3906",-1,-1,1,0,-1,1,-1,-1,-1
"3912",1,1,1,1,-1,-1,-1,-1,1
"3915",0,1,0,1,-1,0,1,-1,-1
"3916",0,1,1,0,-1,0,-1,-1,1
"3924",0,-1,1,-1,-1,-1,0,-1,-1
"3925",0,1,1,-1,1,0,1,-1,1
"3926",0,1,1,1,-1,0,-1,-1,1
"3929",-1,0,-1,0,-1,0,1,-1,-1
"3933",0,-1,1,-1,-1,0,-1,1,-1
"3934",0,1,0,-1,-1,0,-1,-1,-1
"3936",0,1,1,1,-1,1,-1,-1,1
"3939",1,1,1,-1,-1,1,-1,-1,1
"3941",0,1,1,1,-1,0,1,-1,1
"3943",-1,-1,-1,-1,-1,-1,-1,1,-1
"3946",0,1,0,-1,-1,0,-1,0,1
"3948",0,1,1,0,-1,1,-1,1,1
"3950",0,-1,1,-1,-1,-1,-1,-1,-1
"3951",1,1,1,0,-1,0,-1,-1,1
"3953",0,1,0,0,1,-1,1,-1,1
"3954",-1,0,0,0,-1,0,-1,-1,-1
"3955",-1,1,0,0,-1,-1,-1,1,-1
"3956",1,-1,1,0,-1,0,-1,-1,1
"3957",1,1,1,-1,-1,0,-1,-1,1
"3962",-1,-1,0,-1,-1,-1,-1,-1,-1
"3963",0,1,1,-1,-1,-1,-1,-1,-1
"3964",-1,-1,-1,0,-1,-1,-1,1,-1
"3966",-1,-1,-1,-1,-1,0,-1,-1,-1
"3970",-1,-1,0,-1,-1,0,-1,-1,-1
"3974",1,1,1,-1,-1,0,-1,-1,1
"3975",-1,0,-1,0,-1,0,-1,1,-1
"3979",-1,-1,-1,0,0,0,-1,-1,-1
"3982",0,1,1,-1,-1,0,0,-1,1
"3983",1,1,1,1,-1,1,-1,-1,1
"3985",1,1,1,-1,-1,1,-1,1,1
"3986",1,1,0,1,-1,0,-1,-1,1
"3990",0,1,1,-1,-1,-1,-1,-1,1
"3993",1,1,1,-1,-1,-1,-1,-1,1
"3995",0,-1,1,0,-1,1,1,-1,1
"4000",0,1,0,-1,-1,-1,1,-1,1
"4003",0,1,1,1,-1,0,-1,-1,1
"4004",1,1,-1,-1,-1,0,-1,-1,1
"4012",-1,-1,-1,-1,-1,0,-1,-1,-1
"4013",-1,0,-1,0,-1,-1,-1,-1,-1
"4016",-1,0,-1,0,-1,-1,-1,-1,-1
"4017",-1,0,-1,0,-1,0,-1,1,-1
"4019",0,1,0,1,-1,0,-1,-1,1
"4029",-1,-1,-1,-1,-1,-1,-1,-1,-1
"4032",0,1,1,0,-1,0,-1,-1,1
"4038",0,1,0,-1,-1,1,-1,-1,1
"4039",-1,0,-1,0,-1,-1,-1,1,-1
"4040",0,1,0,1,-1,0,-1,-1,1
"4043",1,1,1,0,-1,-1,-1,-1,1
"4048",0,1,0,-1,-1,0,-1,-1,-1
"4052",1,1,1,-1,-1,1,-1,-1,1
"4055",-1,-1,-1,1,-1,0,-1,-1,-1
"4057",0,1,1,0,-1,0,-1,1,1
"4058",1,1,1,0,1,0,-1,-1,1
"4066",1,1,1,1,-1,-1,1,-1,1
"4067",0,1,1,0,-1,-1,-1,-1,1
"4070",-1,0,0,0,-1,0,1,1,-1
"4073",-1,-1,0,-1,-1,0,-1,1,-1
"4085",-1,0,-1,0,-1,-1,1,-1,-1
"4087",0,-1,0,1,-1,0,-1,-1,-1
"4088",0,1,1,0,-1,-1,-1,0,1
"4089",-1,0,1,0,-1,1,-1,0,-1
"4091",0,1,1,0,-1,-1,-1,-1,-1
"4097",0,1,0,-1,-1,-1,-1,1,1
"4098",0,1,1,0,1,-1,-1,-1,1
"4099",0,1,0,1,-1,1,-1,-1,1
"4101",1,1,-1,1,0,0,-1,-1,1
"4102",0,1,1,-1,-1,-1,-1,-1,1
"4109",0,1,1,1,-1,1,-1,1,1
"4112",0,1,0,0,-1,0,-1,-1,1
"4114",0,1,0,0,1,0,-1,-1,1
"4115",-1,0,-1,0,-1,0,-1,1,-1
"4118",0,1,1,0,-1,-1,1,-1,1
"4120",0,1,1,0,0,0,-1,0,1
"4122",0,-1,1,-1,-1,-1,-1,-1,-1
"4129",0,-1,1,1,-1,-1,-1,1,1
"4133",0,1,1,-1,-1,-1,-1,1,1
"4139",0,1,1,-1,-1,-1,-1,-1,1
"4140",0,-1,0,-1,-1,1,-1,-1,1
"4144",0,1,1,-1,-1,0,-1,-1,1
"4147",-1,-1,-1,0,-1,-1,-1,1,-1
"4151",-1,-1,-1,-1,-1,0,-1,-1,-1
"4152",-1,-1,-1,-1,-1,-1,-1,-1,-1
"4153",0,1,1,-1,-1,0,-1,-1,1
"4155",0,1,0,1,-1,0,-1,0,-1
"4158",0,1,1,0,1,0,-1,1,1
"4161",0,1,1,1,-1,0,0,1,1
"4163",0,0,0,-1,-1,-1,-1,1,-1
"4166",0,1,0,1,-1,0,-1,-1,1
"4174",1,1,1,1,-1,0,-1,-1,1
"4178",-1,-1,1,-1,-1,1,-1,1,-1
"4180",-1,0,1,0,-1,1,-1,-1,-1
"4181",-1,1,1,-1,-1,1,-1,-1,1
"4182",-1,-1,0,-1,-1,0,1,1,-1
"4189",1,1,1,-1,-1,0,-1,1,1
"4192",1,1,1,1,1,-1,-1,-1,1
"4196",0,1,1,1,-1,0,1,-1,1
"4198",0,1,0,1,-1,0,1,-1,1
"4200",-1,-1,0,-1,-1,0,-1,-1,-1
"4202",0,-1,0,1,-1,0,-1,-1,1
"4207",0,1,0,0,-1,0,-1,-1,-1
"4209",-1,1,-1,-1,-1,-1,-1,1,-1
"4212",0,1,1,1,-1,0,-1,-1,1
"4213",1,1,1,1,-1,1,1,-1,1
"4224",0,1,1,0,-1,-1,-1,-1,1
"4227",0,1,1,0,1,1,-1,1,1
"4228",0,1,0,1,-1,0,-1,-1,1
"4230",1,1,-1,-1,-1,-1,-1,1,1
"4231",0,0,-1,0,-1,0,-1,1,-1
"4235",-1,0,-1,0,-1,-1,-1,-1,-1
"4238",0,1,1,0,-1,1,-1,-1,1
"4241",0,1,1,0,-1,1,-1,-1,1
"4251",0,1,-1,-1,-1,0,-1,1,1
"4252",1,0,-1,0,-1,-1,-1,1,-1
"4254",1,1,1,1,-1,0,-1,-1,1
"4256",1,1,0,0,-1,-1,-1,-1,1
"4259",-1,-1,1,-1,-1,1,-1,-1,-1
"4262",-1,-1,-1,1,-1,-1,-1,1,-1
"4269",0,-1,0,-1,-1,-1,-1,-1,-1
"4273",0,-1,1,-1,-1,-1,-1,-1,-1
"4274",-1,0,-1,0,-1,-1,-1,-1,-1
"4277",1,1,-1,1,-1,0,-1,1,1
"4278",0,1,1,0,-1,1,-1,-1,1
"4282",0,1,-1,-1,-1,0,-1,1,1
"4289",1,1,1,1,-1,1,-1,1,1
"4299",0,-1,1,-1,-1,-1,-1,1,1
"4309",-1,-1,-1,0,-1,0,-1,1,-1
"4310",0,1,1,0,-1,0,-1,1,1
"4316",0,1,1,1,-1,0,-1,-1,1
"4322",1,1,1,-1,-1,1,-1,1,1
"4323",0,1,0,1,-1,-1,-1,-1,-1
"4329",0,1,0,1,-1,1,-1,-1,1
"4330",0,-1,-1,-1,-1,-1,-1,-1,-1
"4336",-1,-1,-1,-1,-1,0,-1,-1,-1
"4341",0,-1,0,-1,-1,0,-1,-1,-1
"4343",0,1,1,0,-1,0,1,-1,1
"4349",0,1,0,-1,-1,0,-1,-1,1
"4352",-1,-1,0,0,-1,1,-1,-1,-1
"4353",1,1,1,0,-1,0,-1,1,1
"4358",-1,1,-1,-1,-1,-1,-1,1,-1
"4361",1,1,1,1,-1,1,-1,1,1
"4363",0,-1,1,-1,-1,-1,-1,1,-1
"4374",0,1,1,0,1,-1,-1,1,1
"4375",0,1,0,1,-1,-1,-1,1,1
"4379",0,-1,0,-1,-1,0,-1,-1,1
"4382",-1,-1,-1,-1,-1,-1,-1,-1,-1
"4391",-1,-1,0,0,-1,-1,-1,1,-1
"4392",0,1,1,0,-1,-1,-1,-1,1
"4393",0,1,1,-1,-1,0,-1,-1,1
"4394",1,1,1,-1,1,0,-1,-1,1
"4397",1,1,1,-1,-1,1,-1,-1,1
"4401",1,-1,1,0,1,1,-1,-1,1
"4404",0,1,1,-1,-1,0,1,-1,1
"4409",-1,0,1,0,-1,1,-1,-1,-1
"4410",1,1,1,0,1,0,-1,-1,1
"4411",0,1,1,-1,-1,0,-1,-1,1
"4412",0,1,0,-1,-1,-1,-1,-1,-1
"4413",0,0,0,0,-1,0,-1,1,-1
"4415",0,1,0,1,-1,1,1,-1,-1
"4417",1,1,-1,1,-1,-1,-1,1,1
"4420",-1,0,-1,0,-1,-1,-1,-1,-1
"4435",0,1,1,1,1,0,-1,-1,1
"4438",1,1,1,1,-1,-1,-1,1,1
"4441",1,1,1,-1,1,0,1,-1,1
"4444",1,1,1,1,-1,1,-1,-1,1
"4446",1,0,1,1,-1,1,-1,-1,1
"4453",-1,0,1,0,0,-1,-1,-1,-1
"4464",0,1,1,-1,-1,-1,-1,-1,-1
"4468",1,1,1,1,-1,0,-1,-1,1
"4469",1,1,1,1,-1,1,-1,-1,1
"4471",0,1,1,0,-1,1,-1,-1,1
"4473",0,-1,-1,-1,-1,0,-1,1,-1
"4474",1,1,0,0,1,1,1,-1,1
"4478",-1,-1,-1,-1,-1,0,1,-1,-1
"4481",0,1,1,-1,-1,1,-1,1,1
"4482",1,1,1,0,-1,1,-1,-1,1
"4486",-1,-1,-1,-1,-1,0,-1,1,-1
"4488",0,1,1,-1,-1,-1,-1,-1,-1
"4490",-1,-1,0,0,-1,-1,-1,1,-1
"4491",-1,-1,0,-1,-1,-1,0,-1,-1
"4498",0,1,1,0,1,-1,1,-1,1
"4500",1,1,1,-1,-1,0,-1,-1,1
"4501",1,1,1,-1,1,0,-1,-1,1
"4503",0,1,0,1,-1,-1,1,0,-1
"4509",-1,0,-1,0,-1,-1,-1,1,-1
"4511",0,-1,1,0,-1,0,-1,-1,-1
"4514",0,1,1,0,-1,0,-1,-1,1
"4515",0,1,0,-1,-1,-1,-1,-1,1
"4516",-1,-1,-1,0,0,1,-1,-1,-1
"4528",0,1,1,-1,-1,0,-1,-1,1
"4530",0,1,1,-1,-1,-1,-1,1,1
"4531",0,1,1,1,-1,-1,-1,-1,1
"4540",-1,-1,0,-1,-1,0,-1,0,-1
"4544",0,-1,1,0,1,0,-1,0,1
"4562",-1,-1,-1,1,-1,0,-1,-1,-1
"4564",1,1,1,-1,-1,1,-1,1,1
"4565",1,1,0,0,-1,-1,-1,-1,1
"4568",-1,0,0,0,-1,-1,-1,1,-1
"4571",-1,0,0,0,-1,1,-1,-1,-1
"4572",0,1,1,-1,-1,-1,-1,-1,-1
"4573",-1,-1,0,0,-1,1,-1,-1,-1
"4579",0,1,1,1,1,1,1,-1,1
"4580",0,1,0,0,-1,0,-1,1,1
"4581",1,-1,-1,-1,-1,-1,-1,1,-1
"4586",-1,-1,-1,0,-1,-1,-1,-1,-1
"4589",0,-1,0,-1,-1,-1,0,1,-1
"4590",-1,0,1,0,-1,0,1,-1,-1
"4592",1,1,1,-1,1,0,-1,1,1
"4601",0,1,0,-1,-1,-1,-1,1,-1
"4602",0,1,0,1,-1,0,-1,-1,1
"4604",0,-1,0,-1,-1,-1,-1,1,-1
"4615",-1,0,0,0,-1,0,-1,1,-1
"4618",0,1,1,0,-1,1,1,-1,1
"4622",0,1,1,-1,1,0,-1,-1,1
"4623",0,1,-1,0,1,1,1,-1,1
"4626",1,-1,0,-1,-1,0,-1,0,-1
"4628",0,1,1,1,-1,-1,-1,-1,1
"4629",1,1,1,1,-1,0,-1,-1,1
"4630",1,1,-1,1,1,1,-1,-1,1
"4636",1,1,1,1,-1,1,-1,-1,1
"4639",0,1,1,0,-1,-1,-1,-1,1
"4642",0,1,1,0,-1,0,-1,-1,1
"4644",0,-1,0,-1,-1,0,1,-1,-1
"4646",1,1,1,-1,1,1,-1,-1,1
"4647",0,1,1,1,-1,-1,-1,1,1
"4654",0,1,1,1,-1,-1,-1,-1,1
"4655",0,1,0,-1,-1,-1,-1,1,-1
"4657",0,1,1,1,-1,0,-1,1,1
"4659",0,1,1,1,-1,1,-1,-1,1
"4664",-1,-1,1,-1,-1,-1,-1,-1,-1
"4665",-1,0,-1,0,-1,1,-1,1,-1
"4666",-1,0,0,0,-1,-1,-1,-1,-1
"4670",-1,0,0,0,0,0,-1,-1,-1
"4671",0,1,1,-1,-1,1,-1,-1,1
"4673",1,1,1,-1,-1,0,1,-1,1
"4677",-1,1,-1,1,-1,-1,-1,1,-1
"4679",-1,-1,-1,0,-1,1,-1,1,-1
"4680",1,1,1,1,-1,0,1,-1,1
"4683",-1,0,1,0,-1,-1,-1,1,-1
"4684",-1,-1,-1,-1,-1,0,1,-1,-1
"4686",0,-1,1,0,-1,-1,-1,1,-1
"4688",0,-1,0,1,-1,0,-1,-1,-1
"4689",0,-1,0,-1,-1,0,-1,-1,-1
"4691",0,-1,1,-1,-1,0,-1,-1,-1
"4692",-1,-1,0,-1,-1,0,-1,-1,-1
"4696",0,-1,1,-1,-1,-1,-1,-1,-1
"4697",0,1,1,-1,0,1,1,-1,1
"4703",-1,0,-1,0,-1,0,-1,1,-1
"4706",0,-1,1,0,-1,0,-1,-1,1
"4712",-1,0,0,0,-1,0,1,-1,-1
"4718",0,1,1,1,-1,0,-1,-1,1
"4719",-1,-1,0,-1,-1,-1,-1,-1,-1
"4720",-1,0,-1,0,-1,0,-1,1,-1
"4721",0,-1,1,0,-1,0,-1,-1,1
"4722",1,-1,1,0,1,1,1,-1,1
"4727",0,1,1,1,1,1,-1,-1,1
"4728",1,1,1,0,-1,0,-1,1,1
"4732",-1,-1,-1,-1,-1,0,-1,1,-1
"4733",0,1,1,0,-1,0,-1,1,1
"4734",0,1,-1,1,-1,1,-1,-1,1
"4735",0,1,0,-1,-1,0,-1,-1,-1
"4740",-1,-1,0,-1,-1,0,-1,1,-1
"4745",0,-1,1,-1,-1,0,-1,-1,-1
"4748",0,1,0,-1,-1,0,-1,-1,1
"4749",-1,0,-1,0,-1,1,-1,-1,-1
"4752",0,1,0,-1,-1,-1,0,-1,-1
"4755",0,1,1,1,-1,1,-1,1,1
"4756",-1,-1,-1,-1,-1,1,-1,-1,-1
"4762",-1,-1,-1,-1,-1,0,-1,1,-1
"4764",-1,-1,-1,-1,-1,0,-1,1,-1
"4771",0,1,1,-1,-1,1,-1,-1,1
"4772",0,1,1,0,-1,1,-1,1,1
"4773",-1,0,-1,0,-1,0,-1,-1,-1
"4774",0,1,0,1,-1,-1,-1,-1,-1
"4775",0,1,-1,1,-1,-1,-1,1,1
"4776",0,1,0,-1,-1,-1,-1,-1,-1
"4778",0,1,1,-1,-1,0,1,-1,1
"4779",-1,-1,0,0,-1,0,-1,1,-1
"4781",0,1,0,1,-1,-1,-1,-1,-1
"4790",0,0,-1,0,-1,-1,-1,-1,-1
"4793",1,1,1,1,-1,-1,1,-1,1
"4795",1,1,0,0,1,1,1,-1,1
"4796",0,1,1,1,1,0,-1,1,1
"4797",1,1,-1,1,1,-1,-1,1,1
"4798",0,-1,-1,-1,-1,0,-1,1,-1
"4799",0,-1,-1,-1,-1,-1,-1,-1,-1
"4802",0,1,1,-1,-1,-1,1,-1,1
"4803",-1,-1,-1,0,-1,0,-1,1,-1
"4811",-1,0,0,0,-1,0,1,-1,-1
"4817",0,1,1,0,-1,0,-1,-1,1
"4819",-1,-1,1,0,-1,1,-1,-1,-1
"4822",-1,0,0,0,-1,1,-1,1,-1
"4826",-1,-1,-1,-1,-1,-1,-1,1,-1
"4829",-1,-1,0,0,-1,-1,-1,1,-1
"4837",1,1,1,-1,-1,-1,-1,-1,1
"4838",-1,-1,-1,-1,-1,0,-1,-1,-1
"4839",-1,-1,-1,-1,-1,1,-1,-1,-1
"4840",-1,0,-1,0,-1,-1,-1,1,-1
"4842",0,1,1,0,-1,0,-1,-1,1
"4843",0,1,1,0,-1,0,1,-1,1
"4845",1,1,1,-1,1,1,-1,-1,1
"4848",-1,-1,-1,0,-1,-1,-1,1,-1
"4850",0,1,0,-1,-1,0,-1,-1,1
"4852",0,1,-1,-1,-1,0,-1,1,1
"4853",1,1,1,0,-1,1,-1,1,1
"4858",-1,-1,-1,0,-1,0,-1,1,-1
"4859",1,1,-1,1,-1,0,-1,-1,1
"4863",0,-1,1,-1,-1,-1,-1,-1,-1
"4866",-1,-1,-1,-1,-1,0,1,-1,-1
"4867",-1,-1,0,-1,-1,-1,-1,-1,-1
"4872",0,1,1,-1,1,1,-1,1,1
"4874",1,1,1,0,-1,0,-1,-1,1
"4875",-1,-1,1,-1,-1,0,-1,0,-1
"4876",0,-1,1,1,-1,-1,-1,1,-1
"4880",1,1,1,-1,1,0,-1,1,1
"4885",0,-1,1,0,-1,-1,-1,1,-1
"4887",0,-1,1,0,-1,1,1,-1,1
"4891",1,1,1,-1,-1,1,-1,-1,1
"4902",-1,-1,0,0,-1,-1,-1,-1,-1
"4904",1,1,1,-1,-1,1,-1,0,1
"4908",-1,-1,-1,-1,-1,0,-1,1,-1
"4909",1,-1,1,0,-1,-1,1,-1,1
"4910",1,0,1,1,1,1,1,1,1
"4914",1,1,1,-1,-1,0,-1,-1,1
"4920",-1,1,-1,0,-1,1,-1,1,-1
"4924",0,1,-1,1,-1,1,-1,-1,1
"4925",-1,1,0,0,-1,-1,-1,1,-1
"4937",-1,-1,-1,-1,-1,-1,-1,1,-1
"4943",0,-1,1,0,-1,0,-1,1,1
"4944",0,1,1,-1,-1,1,1,-1,1
"4948",0,1,1,-1,-1,0,-1,-1,1
"4953",1,1,1,1,-1,1,-1,1,1
"4957",0,1,1,-1,-1,0,1,0,1
"4959",0,1,1,-1,-1,1,-1,-1,1
"4963",1,1,1,0,1,0,0,-1,1
"4964",0,1,1,0,-1,0,-1,1,1
"4966",1,1,1,1,-1,0,-1,-1,1
"4967",0,0,0,1,-1,1,-1,1,1
"4973",-1,-1,-1,-1,-1,0,1,-1,-1
"4978",0,-1,0,-1,-1,-1,-1,1,-1
"4980",-1,0,-1,0,-1,1,1,-1,-1
"4981",0,1,0,1,-1,1,-1,-1,-1
"4982",0,-1,-1,-1,-1,0,-1,1,-1
"4987",0,1,1,0,-1,-1,1,-1,1
"4988",0,1,1,-1,1,0,-1,0,1
"4996",1,1,1,1,1,-1,-1,-1,1
"4997",1,1,1,1,-1,1,-1,-1,1
"5002",-1,-1,0,1,-1,1,-1,-1,-1
"5003",0,1,-1,-1,-1,0,-1,1,1
"5005",-1,0,-1,0,-1,-1,-1,-1,-1
"5007",-1,-1,-1,1,-1,0,-1,1,-1
"5008",0,1,1,0,-1,0,-1,-1,1
"5015",0,-1,1,0,-1,0,-1,-1,1
"5018",0,1,0,1,-1,-1,-1,1,1
"5020",1,1,1,1,1,0,-1,1,1
"5022",0,-1,1,1,-1,0,-1,1,-1
"5027",-1,-1,0,-1,-1,0,-1,-1,-1
"5033",0,1,1,-1,1,-1,-1,-1,1
"5034",1,-1,1,-1,-1,0,-1,-1,-1
"5037",1,-1,-1,-1,-1,-1,-1,1,-1
"5038",0,-1,1,0,-1,-1,-1,1,1
"5040",0,1,1,-1,-1,-1,-1,-1,1
"5044",0,1,1,1,-1,0,1,-1,1
"5045",-1,-1,0,-1,-1,-1,-1,1,-1
"5057",-1,0,1,0,-1,-1,-1,1,-1
"5058",-1,-1,-1,-1,-1,0,-1,1,-1
"5062",-1,1,0,-1,-1,-1,1,-1,-1
"5063",1,-1,-1,1,1,0,0,-1,1
"5069",-1,-1,-1,-1,-1,0,-1,1,-1
"5074",-1,-1,1,0,-1,0,-1,-1,-1
"5081",0,-1,0,-1,-1,0,-1,-1,-1
"5083",1,1,0,1,-1,-1,-1,-1,1
"5086",0,1,1,-1,-1,1,-1,1,1
"5090",1,1,0,1,-1,0,-1,-1,1
"5092",0,-1,-1,1,-1,1,-1,-1,1
"5095",1,1,0,1,-1,-1,-1,-1,1
"5101",0,1,1,0,-1,-1,1,-1,1
"5103",-1,-1,-1,0,-1,1,-1,-1,-1
"5104",-1,-1,0,0,0,0,-1,1,-1
"5112",0,1,0,0,1,-1,-1,-1,1
"5115",0,-1,0,1,-1,-1,-1,1,-1
"5120",1,1,1,0,1,0,-1,-1,1
"5122",0,-1,0,-1,-1,-1,-1,-1,-1
"5123",0,-1,1,0,-1,1,0,-1,1
"5126",1,-1,-1,0,-1,-1,-1,1,-1
"5127",0,-1,1,0,-1,-1,0,-1,1
"5129",0,-1,-1,0,-1,-1,-1,-1,-1
"5131",0,-1,-1,0,-1,-1,-1,-1,-1
"5132",1,-1,-1,0,-1,-1,-1,1,-1
"5136",0,1,1,0,-1,0,0,-1,1
"5139",0,1,0,0,-1,-1,-1,1,-1
"5144",1,1,0,1,-1,0,0,-1,1
"5150",1,1,1,0,-1,0,-1,-1,1
"5154",0,1,-1,1,-1,0,-1,-1,1
"5161",0,-1,1,0,-1,-1,-1,1,-1
"5163",1,1,1,1,-1,-1,0,-1,1
"5165",1,0,-1,0,-1,0,-1,1,-1
"5167",1,1,1,1,-1,0,0,1,1
"5168",1,1,1,0,1,1,-1,-1,1
"5170",0,-1,0,1,-1,-1,-1,-1,-1
"5171",0,1,1,1,-1,1,1,-1,1
"5172",0,1,1,1,1,0,-1,-1,1
"5173",0,1,1,1,-1,1,0,-1,1
"5174",0,1,0,-1,-1,-1,-1,-1,1
"5177",1,1,1,-1,1,0,-1,-1,1
"5179",1,1,1,-1,1,0,-1,-1,1
"5181",0,1,0,1,-1,1,1,-1,1
"5184",0,-1,1,0,-1,0,0,-1,1
"5188",1,1,1,1,-1,0,0,-1,1
"5191",-1,-1,-1,1,-1,-1,-1,1,-1
"5194",1,1,1,1,1,0,-1,-1,1
"5197",-1,-1,0,0,-1,-1,-1,1,-1
"5199",1,-1,-1,0,-1,-1,0,-1,-1
"5200",0,1,0,0,-1,0,-1,-1,1
"5201",1,1,1,1,1,0,1,1,1
"5202",1,1,1,1,1,0,0,-1,1
"5206",0,-1,-1,0,-1,1,-1,-1,-1
"5209",1,-1,1,1,1,0,-1,-1,1
"5211",0,1,1,0,-1,0,0,-1,1
"5212",0,1,1,0,-1,-1,-1,-1,1
"5218",0,1,1,1,-1,1,0,-1,1
"5220",0,-1,0,1,-1,-1,-1,0,-1
"5231",-1,-1,-1,0,-1,-1,-1,-1,-1
"5232",-1,0,-1,0,-1,-1,-1,1,-1
"5236",1,1,1,0,-1,1,-1,1,1
"5240",0,1,1,1,1,1,-1,-1,1
"5243",1,0,-1,0,-1,-1,-1,1,-1
"5247",1,-1,-1,0,-1,-1,-1,1,-1
"5248",0,-1,1,1,-1,-1,-1,1,-1
"5251",0,1,0,-1,-1,0,-1,-1,1
"5253",0,-1,1,-1,-1,-1,-1,1,1
"5258",-1,-1,0,0,-1,-1,-1,1,-1
"5259",0,1,1,1,-1,-1,0,-1,1
"5265",1,1,1,-1,-1,-1,-1,-1,1
"5271",-1,-1,-1,0,-1,0,-1,1,-1
"5276",0,-1,1,0,-1,-1,-1,1,-1
"5277",0,1,1,1,-1,-1,0,-1,1
"5279",0,0,1,1,1,0,-1,-1,1
"5283",0,0,0,1,-1,0,-1,-1,-1
"5284",-1,-1,0,0,-1,0,-1,-1,-1
"5286",-1,0,-1,1,-1,-1,1,1,-1
"5287",0,0,0,1,-1,-1,-1,1,-1
