"","URL_of_Anchor","SSLfinal_State","web_traffic","having_Sub_Domain","Prefix_Suffix","Links_in_tags","SFH","Domain_registration_length","Result"
"5629",0,1,1,1,-1,-1,0,-1,1
"5630",0,1,1,-1,-1,0,0,-1,1
"5631",-1,-1,-1,0,-1,0,-1,-1,-1
"5632",0,1,1,-1,-1,0,0,-1,1
"5634",1,1,1,-1,1,1,-1,-1,1
"5636",0,0,0,0,-1,1,-1,-1,-1
"5638",-1,0,-1,0,-1,-1,-1,-1,-1
"5639",-1,-1,-1,0,-1,1,-1,1,-1
"5640",1,1,1,-1,1,0,-1,-1,1
"5643",-1,-1,-1,0,-1,0,-1,-1,-1
"5650",0,1,-1,-1,-1,0,-1,-1,1
"5651",0,1,1,1,-1,1,-1,-1,1
"5652",0,1,1,1,-1,0,-1,-1,1
"5653",-1,-1,-1,-1,-1,1,-1,0,-1
"5655",0,1,-1,1,-1,1,0,-1,1
"5656",0,-1,-1,0,-1,-1,-1,1,-1
"5657",1,1,-1,1,-1,0,-1,-1,1
"5658",0,1,0,1,-1,0,-1,-1,1
"5659",1,-1,0,0,-1,-1,-1,-1,-1
"5660",0,-1,-1,0,-1,-1,-1,-1,-1
"5661",-1,-1,-1,0,-1,-1,-1,1,-1
"5662",0,1,1,-1,-1,0,1,-1,1
"5665",0,-1,-1,-1,-1,-1,-1,-1,-1
"5666",0,1,1,1,1,1,-1,-1,1
"5668",-1,-1,-1,-1,-1,-1,-1,1,-1
"5669",-1,0,-1,0,-1,1,0,1,-1
"5671",0,-1,-1,0,1,-1,-1,1,1
"5672",1,1,1,1,-1,0,0,-1,1
"5673",-1,-1,-1,0,-1,1,-1,1,-1
"5675",-1,0,-1,0,-1,1,0,-1,-1
"5676",0,0,0,0,-1,0,-1,-1,-1
"5677",0,0,-1,0,-1,-1,-1,-1,-1
"5679",1,1,-1,1,1,0,-1,1,1
"5680",-1,0,-1,0,-1,0,-1,-1,-1
"5681",0,1,0,1,-1,0,-1,-1,1
"5682",1,1,1,1,-1,1,1,-1,1
"5683",1,1,1,-1,-1,1,1,1,1
"5684",0,-1,1,1,-1,1,-1,1,-1
"5685",0,-1,0,0,-1,-1,-1,1,-1
"5686",-1,-1,1,0,-1,0,-1,-1,-1
"5687",0,1,0,-1,-1,0,-1,-1,1
"5688",0,1,1,1,1,-1,-1,-1,1
"5690",0,1,1,1,1,0,1,-1,1
"5691",0,1,1,-1,-1,-1,-1,-1,1
"5692",-1,0,-1,0,-1,0,-1,-1,-1
"5693",-1,-1,0,0,-1,0,-1,1,-1
"5695",0,1,1,1,-1,0,0,-1,1
"5696",1,1,1,-1,1,1,-1,1,1
"5698",-1,-1,-1,0,-1,-1,1,1,-1
"5700",-1,0,-1,1,-1,0,-1,1,-1
"5701",0,-1,0,0,-1,-1,-1,1,-1
"5704",0,1,1,1,-1,1,1,1,1
"5705",1,1,1,-1,1,-1,-1,-1,1
"5706",1,1,1,1,1,1,-1,1,1
"5707",0,1,1,1,-1,1,1,-1,1
"5708",-1,0,-1,1,-1,0,-1,1,-1
"5709",-1,-1,-1,0,-1,0,-1,-1,-1
"5710",-1,-1,1,0,-1,1,-1,-1,-1
"5711",0,1,1,1,-1,-1,-1,0,1
"5713",1,1,1,1,1,1,0,-1,1
"5714",-1,0,-1,0,-1,-1,-1,1,-1
"5716",-1,0,-1,0,-1,1,-1,1,-1
"5719",0,1,1,1,1,0,-1,-1,1
"5720",1,1,1,1,-1,0,-1,1,1
"5722",0,1,1,1,0,0,1,-1,1
"5723",1,-1,-1,-1,-1,1,-1,-1,1
"5725",-1,-1,1,0,-1,1,-1,-1,-1
"5726",1,1,-1,0,-1,0,1,1,1
"5728",1,0,-1,1,-1,0,-1,-1,-1
"5730",1,1,1,1,1,0,-1,-1,1
"5731",0,1,1,-1,-1,1,1,-1,1
"5734",0,-1,1,0,-1,-1,-1,1,-1
"5735",-1,0,1,0,-1,-1,-1,-1,-1
"5736",-1,0,-1,1,-1,-1,-1,-1,-1
"5739",-1,-1,-1,0,-1,1,-1,-1,-1
"5741",0,1,0,1,-1,-1,-1,-1,-1
"5742",0,1,1,-1,-1,1,1,1,1
"5743",-1,-1,0,1,-1,-1,-1,1,-1
"5744",0,-1,0,1,-1,-1,-1,-1,-1
"5745",0,1,0,0,-1,-1,-1,-1,-1
"5747",0,-1,0,0,-1,0,-1,-1,-1
"5748",1,1,1,0,1,0,-1,-1,1
"5750",1,1,-1,1,1,0,-1,-1,1
"5751",-1,-1,0,-1,-1,-1,-1,-1,-1
"5753",-1,-1,0,-1,-1,-1,-1,-1,-1
"5757",0,1,1,1,-1,0,0,1,1
"5758",-1,-1,-1,0,-1,1,-1,1,-1
"5759",1,1,1,1,-1,-1,1,-1,1
"5760",0,1,1,1,-1,-1,1,1,1
"5761",-1,0,-1,0,-1,0,0,-1,-1
"5762",0,1,1,-1,-1,0,0,-1,1
"5763",1,1,0,-1,0,0,-1,1,1
"5764",0,1,1,1,-1,-1,1,-1,1
"5765",0,1,0,1,1,-1,-1,-1,1
"5767",-1,0,0,0,-1,0,-1,1,-1
"5768",0,-1,1,0,-1,-1,-1,1,-1
"5769",0,-1,1,0,-1,-1,-1,-1,-1
"5770",1,1,1,1,1,0,-1,-1,1
"5771",1,1,-1,1,1,1,-1,-1,1
"5774",-1,0,-1,0,-1,-1,-1,-1,-1
"5775",1,1,-1,1,1,0,-1,1,1
"5776",-1,-1,0,0,-1,0,-1,1,-1
"5777",1,1,1,-1,-1,0,-1,1,1
"5778",0,1,1,1,-1,0,1,-1,1
"5779",0,1,1,1,-1,1,1,-1,1
"5780",-1,0,0,0,-1,-1,-1,-1,-1
"5783",0,-1,1,-1,-1,0,-1,-1,1
"5787",-1,-1,-1,-1,-1,1,-1,-1,-1
"5788",-1,-1,-1,-1,-1,-1,-1,-1,-1
"5793",-1,0,-1,0,-1,-1,1,1,-1
"5794",0,1,0,1,-1,1,-1,-1,-1
"5797",0,1,1,0,-1,1,1,1,1
"5798",-1,0,-1,0,-1,-1,0,1,-1
"5802",-1,-1,-1,0,-1,-1,0,-1,-1
"5803",1,1,1,1,-1,1,0,-1,1
"5807",-1,1,1,0,-1,-1,-1,1,-1
"5808",0,1,-1,-1,-1,-1,0,1,1
"5809",-1,0,-1,0,-1,1,-1,-1,-1
"5812",0,1,-1,1,-1,0,1,1,1
"5813",-1,1,1,1,-1,0,-1,-1,1
"5814",0,1,1,1,-1,1,-1,1,1
"5816",-1,0,0,1,-1,1,0,-1,-1
"5817",-1,-1,-1,0,-1,-1,0,1,-1
"5818",-1,-1,-1,0,-1,1,-1,-1,-1
"5819",0,1,1,0,-1,-1,-1,-1,-1
"5820",-1,-1,0,0,-1,-1,-1,1,-1
"5822",-1,-1,0,0,-1,-1,-1,1,-1
"5824",-1,-1,-1,0,-1,-1,-1,-1,-1
"5828",-1,-1,-1,0,-1,-1,-1,1,-1
"5829",1,-1,-1,1,1,0,-1,-1,1
"5832",1,1,1,1,-1,1,-1,1,1
"5833",0,1,1,1,-1,-1,-1,-1,-1
"5834",1,1,1,1,-1,0,0,-1,1
"5836",-1,-1,1,0,-1,-1,-1,-1,-1
"5837",0,1,1,-1,-1,1,-1,-1,1
"5839",0,1,1,1,-1,0,0,-1,1
"5840",0,1,1,1,-1,0,0,-1,1
"5841",1,1,1,1,1,1,-1,-1,1
"5842",0,1,1,-1,-1,1,0,-1,1
"5844",0,1,1,1,-1,-1,1,-1,1
"5845",0,1,-1,-1,-1,1,1,-1,1
"5848",-1,-1,-1,0,-1,1,-1,-1,-1
"5850",0,1,1,1,-1,0,1,-1,1
"5851",-1,0,1,0,-1,-1,-1,1,-1
"5852",0,-1,-1,0,-1,0,-1,1,-1
"5853",0,1,1,0,-1,-1,0,0,1
"5855",-1,-1,-1,0,-1,-1,-1,-1,-1
"5856",-1,1,0,0,-1,-1,-1,-1,-1
"5857",1,-1,-1,1,1,0,-1,-1,1
"5858",0,1,1,1,1,0,-1,1,1
"5859",0,1,1,-1,1,0,-1,-1,1
"5861",-1,1,0,0,-1,-1,-1,1,-1
"5862",-1,-1,-1,0,-1,0,-1,1,-1
"5864",1,1,1,1,-1,1,-1,-1,1
"5865",-1,0,-1,1,-1,-1,-1,-1,-1
"5866",0,-1,1,0,-1,0,-1,-1,-1
"5869",0,1,1,1,-1,0,-1,-1,1
"5871",0,1,1,1,-1,-1,0,-1,1
"5872",1,1,1,-1,-1,0,1,-1,1
"5873",0,1,1,1,1,1,-1,-1,1
"5874",1,1,1,-1,-1,-1,-1,1,1
"5876",0,0,1,0,-1,0,0,-1,1
"5880",0,1,1,1,-1,1,-1,1,1
"5881",-1,0,0,1,-1,0,0,-1,-1
"5882",-1,-1,-1,0,-1,0,-1,-1,-1
"5883",1,1,1,1,1,0,-1,-1,1
"5884",1,0,0,1,-1,0,-1,-1,1
"5885",0,0,-1,1,-1,0,-1,-1,-1
"5886",0,-1,-1,1,-1,1,-1,-1,1
"5887",-1,0,-1,1,-1,0,-1,1,-1
"5888",1,0,1,0,-1,0,-1,-1,1
"5889",1,1,0,1,-1,-1,1,-1,1
"5891",-1,-1,0,0,-1,-1,-1,1,-1
"5892",-1,-1,-1,0,-1,1,-1,-1,-1
"5893",-1,-1,-1,0,-1,0,1,-1,-1
"5895",0,1,1,-1,-1,-1,0,-1,1
"5897",-1,-1,-1,0,-1,1,0,-1,-1
"5898",-1,-1,0,0,-1,0,-1,1,-1
"5899",0,1,1,0,-1,0,1,1,1
"5900",-1,-1,1,0,-1,1,-1,-1,-1
"5902",1,1,1,-1,-1,1,1,1,1
"5904",0,1,1,-1,-1,1,0,-1,1
"5905",0,1,0,0,-1,1,-1,-1,-1
"5906",0,1,0,-1,1,-1,-1,-1,1
"5910",-1,0,-1,1,-1,1,-1,1,-1
"5911",1,-1,-1,0,-1,-1,-1,1,-1
"5913",-1,-1,0,0,-1,0,-1,1,-1
"5915",0,1,0,1,-1,0,-1,-1,1
"5917",0,-1,1,-1,-1,1,-1,-1,1
"5919",0,1,0,1,-1,1,-1,-1,1
"5922",0,1,0,1,-1,-1,-1,-1,1
"5923",0,1,0,1,1,-1,-1,-1,1
"5924",-1,-1,0,1,-1,0,-1,1,-1
"5925",0,1,0,-1,-1,-1,-1,-1,1
"5926",0,1,1,1,-1,0,1,-1,1
"5927",1,1,1,1,-1,-1,1,-1,1
"5928",0,1,1,-1,-1,-1,1,-1,1
"5930",0,1,-1,1,-1,1,1,-1,1
"5932",1,1,1,0,-1,0,-1,-1,1
"5934",0,-1,1,1,-1,0,-1,1,-1
"5935",0,1,1,0,-1,-1,1,-1,1
"5937",0,-1,0,0,-1,-1,-1,-1,-1
"5938",-1,-1,-1,0,-1,0,0,1,-1
"5939",0,0,-1,0,-1,1,-1,1,1
"5940",0,1,0,0,-1,-1,0,-1,1
"5944",-1,-1,-1,0,-1,0,-1,-1,-1
"5945",-1,-1,-1,0,-1,0,-1,-1,-1
"5946",0,-1,1,0,-1,-1,-1,1,-1
"5948",1,1,1,1,-1,0,-1,-1,1
"5949",-1,-1,-1,0,-1,0,-1,1,-1
"5952",0,1,1,1,-1,0,1,1,1
"5953",0,1,-1,0,-1,0,1,1,1
"5955",1,1,-1,0,1,0,-1,-1,1
"5956",-1,0,-1,0,-1,1,-1,1,-1
"5957",0,-1,0,1,-1,1,-1,-1,-1
"5958",-1,-1,-1,0,-1,-1,0,1,-1
"5962",0,1,0,0,-1,-1,0,-1,1
"5963",0,-1,1,0,-1,0,-1,1,-1
"5965",0,1,1,1,-1,-1,-1,0,1
"5966",0,1,1,0,1,-1,-1,-1,1
"5967",0,-1,0,0,-1,-1,-1,1,-1
"5968",-1,-1,0,0,-1,0,-1,1,-1
"5970",-1,-1,0,0,-1,-1,-1,1,-1
"5971",0,1,-1,0,-1,1,-1,-1,1
"5973",1,1,0,1,1,0,-1,1,1
"5974",-1,-1,0,-1,-1,-1,-1,1,-1
"5977",-1,-1,-1,-1,-1,1,0,-1,-1
"5978",-1,-1,-1,-1,-1,-1,-1,-1,-1
"5979",1,1,1,0,-1,1,-1,1,1
"5981",-1,-1,1,0,-1,1,-1,1,-1
"5982",-1,-1,0,0,-1,-1,-1,-1,-1
"5983",0,1,1,0,-1,0,0,-1,1
"5985",-1,0,-1,1,-1,-1,-1,-1,-1
"5987",1,1,1,1,1,0,-1,-1,1
"5988",0,1,1,1,-1,1,-1,-1,1
"5991",1,1,1,1,-1,0,0,-1,1
"5992",-1,0,-1,0,0,-1,-1,-1,-1
"5993",1,1,1,1,1,1,-1,-1,1
"5994",0,1,1,0,-1,0,1,-1,1
"5997",0,-1,1,1,-1,-1,-1,1,-1
"5998",0,0,-1,0,-1,-1,0,1,-1
"6000",-1,0,-1,0,-1,-1,-1,1,-1
"6001",0,1,1,0,-1,-1,0,0,1
"6003",0,1,0,1,-1,0,-1,0,1
"6005",0,0,0,0,-1,-1,-1,1,-1
"6008",-1,-1,-1,0,-1,-1,0,-1,-1
"6009",0,1,1,0,-1,0,1,-1,1
"6010",1,1,1,1,-1,0,-1,-1,1
"6012",0,-1,1,0,0,-1,-1,1,-1
"6014",-1,0,-1,1,-1,-1,-1,1,-1
"6016",1,1,1,1,-1,1,0,-1,1
"6017",-1,-1,-1,0,0,-1,0,1,-1
"6018",0,1,1,0,-1,1,-1,-1,1
"6019",0,1,1,1,-1,1,1,0,1
"6020",0,1,1,0,-1,1,1,-1,1
"6021",-1,-1,0,0,-1,0,0,1,-1
"6023",-1,0,0,1,-1,0,-1,-1,-1
"6025",0,1,1,1,1,0,-1,-1,1
"6026",0,1,1,0,-1,0,0,-1,1
"6027",0,-1,1,0,-1,0,-1,1,-1
"6032",0,0,0,0,-1,-1,-1,-1,-1
"6033",-1,1,0,0,-1,-1,-1,-1,-1
"6034",0,1,1,1,-1,0,-1,1,1
"6035",0,1,1,1,-1,-1,0,-1,1
"6037",1,1,1,1,1,1,1,1,1
"6039",1,1,1,0,1,1,-1,1,1
"6041",0,1,1,0,1,0,-1,-1,1
"6043",-1,0,-1,1,-1,0,-1,-1,-1
"6044",-1,-1,-1,0,-1,0,-1,1,-1
"6045",0,0,1,1,-1,0,-1,-1,1
"6046",0,0,1,1,-1,-1,-1,-1,1
"6048",0,1,-1,1,-1,1,-1,1,1
"6049",1,0,-1,1,-1,-1,-1,1,-1
"6050",1,1,1,1,1,-1,-1,-1,1
"6052",1,1,1,-1,-1,-1,-1,-1,1
"6053",0,1,1,0,-1,1,0,-1,1
"6054",-1,-1,0,0,-1,0,-1,-1,-1
"6057",1,1,1,-1,1,0,-1,-1,1
"6058",0,1,0,0,-1,0,-1,-1,-1
"6061",0,1,-1,1,-1,1,-1,-1,1
"6062",-1,0,1,0,-1,-1,-1,-1,-1
"6063",0,1,1,1,-1,0,-1,-1,1
"6064",0,-1,1,0,-1,-1,-1,1,-1
"6065",0,1,1,-1,-1,1,1,-1,1
"6066",0,1,1,-1,-1,1,-1,-1,1
"6068",1,1,1,1,-1,0,1,-1,1
"6069",1,1,1,-1,1,-1,1,1,1
"6071",-1,-1,-1,0,-1,0,-1,1,-1
"6073",0,1,1,-1,-1,0,0,-1,1
"6074",0,1,0,0,-1,-1,-1,1,-1
"6075",0,1,1,-1,-1,0,0,-1,1
"6076",0,1,1,0,-1,-1,-1,-1,1
"6077",0,1,1,1,-1,0,-1,-1,1
"6078",1,1,1,1,-1,0,1,-1,1
"6080",0,1,1,0,-1,1,1,-1,1
"6082",-1,-1,-1,0,-1,0,-1,-1,-1
"6083",1,1,1,1,-1,-1,-1,-1,1
"6084",0,-1,1,0,-1,-1,-1,1,-1
"6085",0,-1,-1,0,-1,-1,1,-1,-1
"6086",0,1,1,1,-1,1,1,-1,1
"6087",0,1,1,1,-1,0,0,-1,1
"6088",0,1,-1,1,-1,-1,1,1,1
"6091",0,1,1,1,-1,0,1,-1,1
"6094",0,1,1,-1,-1,0,-1,-1,1
"6095",0,0,0,0,-1,-1,-1,1,-1
"6096",-1,0,1,0,-1,1,-1,-1,-1
"6097",0,-1,1,0,-1,-1,-1,1,-1
"6098",1,1,1,-1,-1,0,-1,-1,1
"6099",-1,-1,0,0,0,0,-1,-1,-1
"6100",0,0,0,0,-1,-1,-1,-1,-1
"6103",1,1,1,1,-1,0,1,-1,1
"6104",0,-1,1,0,1,0,-1,-1,1
"6105",1,1,1,0,1,0,-1,-1,1
"6106",-1,-1,0,0,-1,-1,-1,-1,-1
"6107",1,1,1,-1,-1,0,-1,1,1
"6108",-1,0,-1,0,-1,0,-1,1,-1
"6110",0,1,1,1,0,0,0,-1,1
"6112",-1,-1,-1,0,-1,0,-1,-1,-1
"6113",-1,0,-1,1,-1,-1,-1,-1,-1
"6114",-1,-1,-1,0,-1,-1,0,1,-1
"6115",-1,-1,-1,0,-1,-1,-1,-1,-1
"6116",0,1,1,1,-1,0,1,-1,1
"6119",0,1,-1,-1,-1,0,1,1,1
"6124",0,0,1,0,-1,-1,-1,-1,-1
"6126",-1,-1,-1,0,-1,-1,-1,-1,-1
"6127",1,1,-1,-1,-1,0,-1,-1,1
"6128",0,1,1,0,-1,1,0,1,1
"6129",-1,0,-1,1,-1,-1,-1,-1,-1
"6130",-1,-1,-1,0,-1,0,-1,-1,-1
"6131",0,1,1,-1,-1,1,1,1,1
"6132",-1,-1,-1,0,-1,-1,-1,-1,-1
"6135",0,1,1,1,-1,-1,1,-1,1
"6137",-1,-1,-1,0,0,-1,-1,-1,-1
"6138",0,1,1,-1,-1,1,-1,1,1
"6139",0,1,1,0,-1,0,0,-1,1
"6140",0,-1,0,0,-1,0,-1,-1,-1
"6143",0,1,1,-1,-1,0,1,-1,1
"6144",1,1,1,1,-1,1,1,-1,1
"6146",-1,-1,-1,0,-1,1,-1,0,-1
"6149",1,1,1,0,1,1,-1,-1,1
"6150",-1,-1,0,0,-1,-1,-1,1,-1
"6152",-1,0,-1,0,-1,0,-1,1,-1
"6153",0,1,1,1,-1,-1,0,-1,1
"6154",-1,-1,-1,0,-1,-1,1,-1,-1
"6155",-1,1,0,0,-1,-1,-1,-1,-1
"6156",0,1,1,0,-1,-1,0,1,1
"6157",1,1,1,0,1,0,-1,-1,1
"6158",-1,-1,-1,0,-1,-1,-1,-1,-1
"6159",-1,0,0,1,-1,0,-1,-1,-1
"6160",1,1,1,1,-1,0,0,0,1
"6161",-1,1,-1,0,-1,-1,-1,1,-1
"6162",-1,-1,-1,0,-1,0,-1,1,-1
"6163",1,1,1,1,1,-1,-1,-1,1
"6166",-1,-1,1,0,-1,-1,1,-1,-1
"6167",0,1,1,0,-1,1,0,-1,1
"6168",0,1,1,0,-1,1,-1,-1,1
"6169",1,1,1,1,1,1,-1,-1,1
"6170",-1,-1,1,1,-1,1,-1,-1,-1
"6172",0,1,1,1,-1,-1,1,-1,1
"6173",-1,-1,-1,0,-1,-1,-1,1,-1
"6174",0,0,-1,0,-1,-1,-1,1,-1
"6175",0,-1,-1,0,-1,-1,-1,1,-1
"6176",0,1,0,1,-1,-1,-1,-1,1
"6178",0,1,1,-1,-1,-1,1,-1,1
"6179",1,1,1,0,1,1,-1,-1,1
"6180",-1,-1,-1,0,-1,0,-1,1,-1
"6182",0,1,1,0,-1,0,0,-1,1
"6184",0,1,0,0,-1,0,-1,-1,-1
"6185",-1,0,1,0,-1,-1,-1,1,-1
"6186",0,1,1,1,1,0,-1,1,1
"6187",-1,-1,-1,0,-1,0,1,1,-1
"6190",0,1,1,1,-1,0,1,-1,1
"6191",0,1,1,0,-1,-1,-1,1,-1
"6193",-1,-1,0,0,-1,0,-1,1,-1
"6194",0,1,1,1,1,0,1,-1,1
"6196",0,1,0,0,-1,-1,-1,-1,1
"6197",0,1,1,0,-1,-1,-1,-1,-1
"6198",1,1,1,1,-1,1,1,1,1
"6201",1,1,1,0,1,1,-1,-1,1
"6202",-1,-1,0,0,-1,0,1,1,-1
"6203",-1,0,-1,0,-1,-1,-1,-1,-1
"6205",0,1,-1,0,1,0,1,1,1
"6208",-1,-1,-1,0,-1,-1,-1,1,-1
"6209",0,-1,1,1,0,0,1,-1,1
"6210",-1,0,1,0,-1,-1,-1,1,-1
"6211",-1,-1,-1,0,-1,-1,-1,1,-1
"6212",1,1,1,0,-1,0,1,1,1
"6213",0,1,1,0,-1,0,1,-1,1
"6215",1,1,1,-1,1,-1,1,1,1
"6217",1,0,0,-1,-1,0,-1,-1,1
"6218",-1,0,0,0,-1,1,0,1,-1
"6219",-1,0,-1,0,-1,-1,-1,-1,-1
"6220",0,1,0,-1,-1,0,-1,-1,1
"6221",0,-1,0,-1,-1,-1,-1,1,-1
"6222",-1,-1,0,-1,-1,-1,-1,-1,-1
"6223",-1,-1,-1,-1,-1,-1,-1,-1,-1
"6224",0,-1,1,0,-1,0,0,-1,1
"6225",1,1,1,-1,-1,0,-1,1,1
"6226",1,1,1,0,-1,0,1,-1,1
"6227",1,1,1,1,-1,0,1,1,1
"6228",0,1,1,1,-1,1,1,-1,1
"6230",0,1,1,1,1,-1,1,-1,1
"6232",-1,-1,-1,1,-1,-1,-1,1,-1
"6233",-1,-1,-1,-1,-1,1,0,-1,-1
"6234",1,1,1,-1,-1,1,-1,-1,1
"6235",0,1,0,1,-1,0,-1,-1,1
"6236",0,1,1,1,-1,-1,0,1,1
"6237",0,1,1,1,1,1,-1,1,1
"6238",0,-1,1,0,-1,0,1,1,1
"6239",-1,-1,0,-1,-1,-1,-1,1,-1
"6240",1,-1,1,0,1,1,-1,-1,1
"6243",-1,-1,0,0,-1,-1,-1,1,-1
"6244",1,0,1,1,-1,-1,0,1,1
"6245",-1,-1,1,0,-1,-1,-1,-1,-1
"6246",0,-1,0,0,-1,-1,-1,1,-1
"6247",1,1,1,1,-1,1,-1,-1,1
"6248",1,1,1,1,1,1,-1,-1,1
"6250",-1,0,-1,0,-1,-1,-1,-1,-1
"6251",-1,0,-1,1,-1,-1,-1,1,-1
"6252",-1,0,0,1,-1,0,-1,1,-1
"6253",1,1,-1,1,-1,-1,-1,1,1
"6255",-1,-1,-1,0,-1,-1,-1,-1,-1
"6256",0,-1,0,0,-1,-1,-1,1,-1
"6257",0,1,1,1,-1,0,-1,-1,1
"6258",-1,0,-1,0,-1,1,-1,1,-1
"6259",0,1,1,-1,-1,1,1,-1,1
"6260",-1,0,-1,1,-1,0,-1,1,-1
"6261",0,1,1,1,-1,1,1,-1,1
"6262",0,1,-1,1,-1,0,1,1,1
"6263",0,1,0,0,-1,1,0,-1,-1
"6264",0,1,0,0,-1,0,-1,-1,-1
"6265",0,1,0,0,-1,0,-1,-1,1
"6266",-1,0,-1,1,-1,-1,0,-1,-1
"6268",-1,0,-1,0,-1,0,-1,1,-1
"6269",0,1,1,0,-1,1,-1,-1,1
"6270",0,1,1,1,-1,0,-1,1,1
"6271",0,1,1,1,-1,0,0,1,1
"6273",-1,0,0,1,-1,0,-1,1,-1
"6274",1,1,1,1,-1,-1,-1,-1,1
"6275",1,1,1,1,1,0,1,-1,1
"6276",0,-1,1,0,-1,-1,-1,-1,-1
"6277",0,1,1,1,-1,1,-1,-1,1
"6278",-1,1,1,1,-1,0,-1,-1,1
"6279",0,1,1,1,1,-1,1,1,1
"6280",0,1,1,1,-1,-1,0,-1,1
"6281",-1,0,0,0,-1,0,-1,-1,-1
"6282",0,-1,0,0,-1,0,-1,-1,-1
"6283",0,1,1,0,-1,-1,1,-1,1
"6284",-1,0,0,1,-1,-1,0,-1,-1
"6287",-1,0,-1,1,-1,-1,-1,-1,-1
"6290",1,1,0,1,1,-1,1,-1,1
"6291",-1,0,1,1,-1,0,-1,1,-1
"6292",-1,-1,0,0,-1,0,-1,1,-1
"6293",1,0,1,1,0,1,-1,-1,1
"6294",0,-1,1,1,-1,0,-1,1,-1
"6295",-1,-1,0,0,-1,-1,-1,-1,-1
"6296",0,1,1,0,-1,-1,1,-1,1
"6299",0,1,1,1,-1,1,-1,-1,1
"6300",0,1,0,0,-1,-1,-1,1,-1
"6302",0,1,0,1,-1,-1,-1,-1,-1
"6303",-1,-1,0,0,-1,-1,-1,-1,-1
"6305",0,0,-1,0,-1,0,-1,-1,-1
"6306",1,1,1,1,1,-1,-1,-1,1
"6307",1,1,1,1,1,1,-1,-1,1
"6309",0,-1,1,0,-1,-1,-1,1,1
"6310",0,1,1,0,-1,1,-1,-1,1
"6312",0,1,1,-1,-1,0,0,1,1
"6313",0,1,1,1,1,0,-1,-1,1
"6314",-1,0,0,0,-1,0,-1,-1,-1
"6315",0,0,1,1,-1,1,-1,0,1
"6318",1,1,1,-1,-1,1,1,-1,1
"6320",0,1,1,0,-1,0,-1,-1,1
"6321",-1,-1,1,0,-1,-1,-1,-1,-1
"6322",0,1,-1,1,1,1,-1,-1,1
"6323",-1,0,-1,0,-1,-1,-1,-1,-1
"6324",0,1,1,1,-1,1,0,1,1
"6326",-1,0,1,0,-1,1,0,-1,-1
"6327",0,1,1,1,1,1,-1,-1,1
"6328",0,1,0,0,1,0,-1,-1,1
"6329",0,1,1,-1,-1,0,-1,-1,1
"6330",0,1,1,1,-1,1,1,1,1
"6331",0,1,0,0,-1,0,-1,1,1
"6334",0,1,1,0,-1,-1,1,-1,1
"6336",0,1,1,1,-1,1,1,1,1
"6337",-1,0,-1,0,-1,-1,-1,1,-1
"6338",-1,1,-1,-1,-1,-1,-1,1,-1
"6339",-1,-1,-1,-1,-1,0,-1,-1,-1
"6340",0,1,1,1,-1,-1,1,-1,1
"6341",0,1,1,0,-1,-1,0,-1,1
"6342",0,1,1,1,-1,1,-1,-1,1
"6343",0,0,1,1,-1,-1,1,1,1
"6344",-1,-1,0,-1,-1,0,-1,1,-1
"6346",0,-1,1,0,-1,-1,-1,1,-1
"6348",0,-1,0,0,-1,-1,-1,-1,-1
"6351",1,1,1,-1,-1,0,1,0,1
"6352",-1,-1,-1,0,-1,0,-1,-1,-1
"6353",-1,-1,-1,0,-1,-1,-1,1,-1
"6355",-1,-1,0,0,-1,-1,-1,1,-1
"6357",0,1,0,1,-1,0,1,1,1
"6359",0,1,-1,-1,-1,1,-1,1,1
"6360",0,1,1,-1,-1,1,0,1,1
"6361",0,1,0,-1,-1,0,-1,-1,-1
"6362",0,1,0,0,-1,-1,-1,1,-1
"6364",0,1,1,0,-1,0,1,-1,1
"6365",0,-1,0,0,-1,-1,-1,1,-1
"6366",0,0,-1,0,-1,-1,-1,1,-1
"6368",0,1,0,0,-1,0,-1,-1,-1
"6370",0,1,1,0,-1,0,0,1,1
"6371",0,-1,1,0,-1,0,-1,-1,-1
"6372",0,-1,1,-1,-1,0,-1,1,-1
"6373",0,1,0,1,-1,0,1,1,1
"6380",-1,0,0,-1,-1,0,-1,1,-1
"6381",-1,0,-1,1,-1,0,-1,-1,-1
"6383",1,1,1,1,-1,1,1,1,1
"6384",-1,0,0,1,-1,0,-1,-1,-1
"6387",1,1,1,1,1,0,-1,1,1
"6388",0,1,1,1,-1,0,1,1,1
"6389",0,0,-1,1,-1,0,0,1,-1
"6391",1,1,1,0,-1,-1,-1,1,1
"6393",-1,-1,-1,0,-1,-1,-1,1,-1
"6394",0,1,1,0,1,0,1,-1,1
"6395",0,1,1,0,1,-1,-1,-1,1
"6399",1,1,0,0,-1,0,-1,-1,1
"6401",0,1,0,1,-1,0,-1,-1,1
"6402",0,1,-1,1,-1,-1,1,1,1
"6403",-1,-1,0,0,-1,-1,0,-1,-1
"6404",0,1,1,0,-1,0,0,-1,1
"6406",0,-1,-1,0,-1,-1,0,1,-1
"6408",0,1,1,1,-1,0,-1,-1,1
"6409",0,1,1,1,1,0,-1,-1,1
"6412",0,1,1,0,-1,0,-1,-1,1
"6413",-1,-1,-1,0,-1,0,0,-1,-1
"6414",0,1,1,1,-1,0,1,0,1
"6415",0,1,0,0,-1,-1,-1,-1,-1
