"","URL_of_Anchor","Request_URL","URL_Length","having_At_Symbol","Prefix_Suffix","having_Sub_Domain","having_IP_address","Result"
"4010",-1,1,-1,1,-1,-1,-1,-1
"4012",-1,1,-1,1,-1,-1,1,-1
"4013",-1,-1,-1,1,-1,0,1,-1
"4014",0,-1,-1,1,-1,-1,1,-1
"4016",-1,-1,-1,1,-1,0,1,-1
"4021",-1,-1,-1,1,-1,0,1,-1
"4029",-1,-1,-1,1,-1,-1,1,-1
"4032",0,1,-1,1,-1,0,-1,1
"4033",-1,-1,1,1,-1,0,1,-1
"4036",1,-1,-1,1,-1,-1,1,1
"4038",0,1,-1,1,-1,-1,1,1
"4049",0,1,-1,1,-1,-1,-1,1
"4054",1,1,1,1,1,-1,-1,1
"4059",0,1,-1,1,-1,1,1,-1
"4063",-1,1,1,1,-1,0,-1,-1
"4064",0,1,1,1,1,0,1,1
"4065",1,1,1,0,-1,-1,1,1
"4066",1,1,0,1,-1,1,1,1
"4069",0,1,1,1,1,1,-1,1
"4071",0,1,1,1,-1,1,-1,1
"4074",0,1,-1,1,-1,0,1,1
"4078",-1,-1,-1,1,-1,0,1,-1
"4079",0,1,-1,1,-1,1,1,1
"4083",0,1,-1,1,-1,-1,1,1
"4088",0,1,-1,1,-1,0,1,1
"4090",0,1,0,1,-1,0,1,1
"4091",0,1,-1,1,-1,0,1,-1
"4093",0,-1,-1,0,-1,-1,1,-1
"4094",1,-1,-1,1,-1,-1,1,-1
"4096",0,-1,-1,1,-1,0,1,-1
"4099",0,1,-1,1,-1,1,1,1
"4102",0,1,-1,1,-1,-1,0,1
"4103",0,1,0,1,-1,1,1,-1
"4104",0,1,-1,1,-1,0,-1,1
"4105",-1,-1,-1,1,-1,-1,1,-1
"4106",-1,1,-1,1,-1,0,1,-1
"4109",0,-1,-1,1,-1,1,1,1
"4127",-1,1,1,-1,-1,0,1,-1
"4132",1,1,-1,1,-1,1,1,1
"4135",1,1,-1,1,-1,0,1,1
"4138",1,1,-1,1,-1,-1,-1,1
"4140",0,1,-1,1,-1,-1,1,1
"4145",-1,1,1,1,-1,-1,-1,-1
"4150",0,1,-1,0,-1,-1,1,-1
"4152",-1,-1,-1,1,-1,-1,1,-1
"4158",0,-1,-1,1,1,0,1,1
"4160",1,1,-1,1,-1,1,1,1
"4162",0,-1,-1,1,-1,0,1,-1
"4165",-1,1,-1,1,-1,-1,1,-1
"4169",1,1,-1,1,-1,1,1,1
"4170",1,1,1,1,1,-1,1,1
"4172",1,1,-1,1,-1,1,1,1
"4176",-1,-1,-1,1,-1,-1,1,-1
"4181",-1,1,-1,1,-1,-1,1,1
"4192",1,1,-1,1,1,1,1,1
"4193",-1,-1,-1,-1,-1,0,1,-1
"4195",0,1,-1,1,-1,1,1,1
"4199",0,1,-1,1,-1,-1,1,1
"4201",1,1,-1,1,-1,1,1,1
"4205",-1,1,1,1,-1,-1,1,-1
"4218",-1,1,1,1,-1,0,-1,-1
"4219",-1,1,-1,-1,-1,0,1,-1
"4223",0,-1,-1,1,-1,-1,1,-1
"4224",0,1,-1,1,-1,0,1,1
"4233",0,1,-1,1,-1,-1,1,-1
"4234",1,1,-1,1,1,-1,1,1
"4235",-1,1,-1,1,-1,0,1,-1
"4236",0,1,1,1,-1,1,-1,-1
"4244",0,0,-1,1,-1,-1,1,1
"4245",1,1,-1,1,-1,1,1,1
"4254",1,1,-1,0,-1,1,1,1
"4261",0,-1,-1,1,1,0,1,1
"4262",-1,-1,-1,0,-1,1,1,-1
"4266",1,1,-1,1,-1,1,1,1
"4269",0,1,-1,1,-1,-1,1,-1
"4273",0,-1,-1,1,-1,-1,1,-1
"4274",-1,-1,-1,0,-1,0,1,-1
"4276",0,-1,-1,1,-1,0,1,-1
"4280",-1,1,-1,1,-1,0,1,-1
"4281",-1,-1,1,1,-1,-1,-1,-1
"4286",1,-1,-1,1,-1,1,1,1
"4287",0,1,1,1,-1,1,1,1
"4293",0,1,-1,1,-1,-1,-1,1
"4301",0,1,0,1,-1,1,1,1
"4302",0,1,-1,1,-1,1,1,1
"4306",0,-1,-1,1,-1,0,1,-1
"4309",-1,-1,-1,1,-1,0,1,-1
"4310",0,-1,-1,1,-1,0,1,1
"4311",0,1,-1,1,-1,0,1,1
"4312",0,1,1,1,-1,0,-1,1
"4315",0,-1,0,1,1,-1,1,1
"4321",0,1,-1,1,-1,1,1,1
"4322",1,1,-1,1,-1,-1,1,1
"4325",0,-1,-1,1,1,-1,1,1
"4328",-1,-1,-1,1,-1,-1,1,-1
"4333",0,-1,-1,1,1,1,1,1
"4335",0,1,0,1,-1,0,1,1
"4336",-1,1,-1,-1,-1,-1,1,-1
"4338",1,-1,-1,1,1,-1,1,1
"4339",1,1,-1,1,1,-1,1,1
"4340",0,0,-1,1,0,0,1,-1
"4342",-1,1,-1,1,-1,0,1,-1
"4354",0,1,-1,1,-1,-1,1,-1
"4355",-1,1,-1,1,-1,0,1,-1
"4362",-1,-1,-1,1,-1,-1,1,-1
"4370",-1,1,1,-1,-1,0,1,-1
"4374",0,-1,-1,1,1,0,1,1
"4375",0,-1,-1,1,-1,1,1,1
"4377",1,1,-1,1,0,0,1,1
"4382",-1,1,-1,1,-1,-1,1,-1
"4388",0,-1,-1,1,-1,1,1,-1
"4391",-1,-1,-1,1,-1,0,1,-1
"4401",1,1,-1,1,1,0,1,1
"4408",0,1,-1,1,1,-1,1,1
"4412",0,1,-1,1,-1,-1,1,-1
"4419",1,1,-1,-1,-1,1,1,1
"4420",-1,0,-1,1,-1,0,1,-1
"4430",0,1,1,1,-1,1,1,1
"4433",0,-1,-1,1,-1,1,-1,1
"4435",0,1,-1,1,1,1,-1,1
"4436",1,1,-1,1,0,-1,1,1
"4437",0,0,-1,0,-1,1,1,1
"4438",1,-1,-1,1,-1,1,1,1
"4441",1,1,1,1,1,-1,1,1
"4443",1,1,1,1,-1,0,1,-1
"4445",1,-1,-1,1,-1,0,1,1
"4446",1,1,-1,-1,-1,1,1,1
"4447",0,1,-1,1,1,-1,-1,1
"4448",1,-1,-1,1,1,-1,1,1
"4452",0,1,-1,1,-1,1,1,1
"4456",0,-1,-1,1,-1,-1,1,-1
"4457",0,1,-1,1,0,1,1,1
"4459",1,1,-1,1,-1,1,1,1
"4461",0,1,-1,1,-1,-1,0,1
"4464",0,-1,-1,1,-1,-1,0,-1
"4465",0,-1,-1,0,1,1,1,1
"4466",1,1,-1,1,-1,-1,1,1
"4467",-1,1,-1,1,-1,-1,1,-1
"4468",1,1,-1,1,-1,1,1,1
"4469",1,-1,-1,1,-1,1,1,1
"4471",0,1,-1,1,-1,0,1,1
"4473",0,-1,-1,1,-1,-1,1,-1
"4485",0,-1,-1,1,-1,-1,1,1
"4495",0,-1,-1,1,-1,-1,1,-1
"4498",0,1,1,1,1,0,-1,1
"4510",1,1,-1,1,1,0,1,1
"4513",0,1,-1,1,-1,-1,1,-1
"4518",1,1,-1,1,-1,1,1,1
"4519",0,0,-1,1,-1,0,1,1
"4520",1,-1,-1,1,-1,1,1,1
"4521",-1,-1,-1,1,-1,0,1,-1
"4523",0,-1,-1,1,-1,0,1,-1
"4530",0,1,-1,1,-1,-1,1,1
"4531",0,1,-1,1,-1,1,1,1
"4532",-1,-1,-1,-1,-1,0,1,-1
"4537",0,1,1,1,-1,0,1,1
"4538",1,1,-1,1,-1,1,-1,1
"4541",1,1,-1,1,-1,1,1,1
"4545",1,1,-1,1,1,1,1,1
"4547",-1,1,-1,1,-1,0,1,-1
"4549",0,-1,-1,1,-1,-1,0,-1
"4552",-1,-1,1,1,-1,-1,-1,-1
"4554",0,-1,0,1,-1,-1,1,-1
"4558",0,1,-1,1,1,1,-1,1
"4561",-1,-1,-1,1,-1,0,-1,-1
"4562",-1,-1,-1,1,-1,1,1,-1
"4563",-1,1,1,1,1,-1,1,1
"4570",1,1,-1,1,1,1,1,1
"4571",-1,-1,0,1,-1,0,-1,-1
"4573",-1,-1,-1,1,-1,0,-1,-1
"4576",1,1,1,1,1,-1,1,1
"4577",0,1,-1,1,1,1,1,1
"4578",-1,-1,-1,1,-1,1,1,-1
"4582",-1,-1,-1,1,-1,-1,1,-1
"4596",0,1,1,1,-1,1,1,1
"4609",0,1,1,1,-1,-1,1,-1
"4610",-1,1,-1,1,-1,-1,1,-1
"4614",0,1,1,-1,-1,-1,1,1
"4615",-1,1,-1,1,-1,0,1,-1
"4621",-1,1,1,1,-1,-1,1,-1
"4631",0,1,-1,1,-1,1,1,1
"4638",-1,1,-1,1,-1,-1,1,-1
"4639",0,1,-1,1,-1,0,1,1
"4640",-1,1,1,1,-1,-1,1,-1
"4641",0,-1,-1,0,-1,0,1,1
"4642",0,1,0,1,-1,0,1,1
"4645",-1,-1,-1,1,-1,0,1,-1
"4646",1,1,-1,1,1,-1,1,1
"4649",0,1,-1,1,-1,1,1,-1
"4653",0,-1,-1,1,-1,1,1,1
"4655",0,-1,-1,1,-1,-1,1,-1
"4657",0,1,-1,1,-1,1,1,1
"4658",-1,1,1,1,-1,-1,1,-1
"4659",0,1,-1,-1,-1,1,1,1
"4660",0,1,1,1,-1,-1,1,-1
"4664",-1,1,-1,1,-1,-1,-1,-1
"4672",1,1,-1,1,1,-1,1,1
"4673",1,1,1,1,-1,-1,1,1
"4676",0,-1,1,1,-1,0,1,1
"4683",-1,-1,-1,1,-1,0,1,-1
"4685",1,-1,-1,1,-1,0,1,1
"4687",0,-1,-1,1,-1,-1,1,1
"4690",0,1,-1,1,-1,-1,0,-1
"4692",-1,1,-1,1,-1,-1,1,-1
"4693",-1,1,-1,1,-1,-1,1,-1
"4696",0,1,-1,1,-1,-1,1,-1
"4700",0,1,-1,1,1,-1,1,1
"4704",-1,-1,-1,1,-1,-1,1,-1
"4706",0,1,-1,1,-1,0,1,1
"4709",0,-1,-1,1,-1,-1,1,-1
"4711",0,1,-1,1,1,1,1,1
"4714",0,-1,-1,1,-1,-1,1,-1
"4718",0,1,-1,1,-1,1,1,1
"4719",-1,-1,-1,1,-1,-1,1,-1
"4721",0,1,-1,1,-1,0,1,1
"4727",0,1,-1,1,1,1,1,1
"4728",1,-1,-1,1,-1,0,1,1
"4734",0,1,-1,1,-1,1,1,1
"4738",-1,-1,-1,1,-1,-1,1,-1
"4741",0,-1,-1,1,0,0,1,1
"4742",0,-1,-1,0,-1,0,1,1
"4743",0,1,-1,1,-1,0,-1,1
"4748",0,1,-1,1,-1,-1,1,1
"4750",1,-1,-1,1,-1,1,1,1
"4752",0,1,-1,1,-1,-1,1,-1
"4756",-1,1,-1,1,-1,-1,1,-1
"4772",0,-1,-1,1,-1,0,1,1
"4775",0,-1,-1,1,-1,1,1,1
"4779",-1,-1,-1,1,-1,0,1,-1
"4781",0,1,-1,1,-1,1,1,-1
"4784",-1,1,1,1,-1,-1,1,-1
"4786",0,-1,-1,1,-1,-1,1,-1
"4788",-1,1,-1,1,-1,-1,1,-1
"4790",0,1,-1,1,-1,0,1,-1
"4795",1,1,1,1,1,0,0,1
"4808",0,1,-1,1,-1,1,1,1
"4814",0,1,-1,1,-1,0,1,1
"4815",0,1,-1,1,-1,1,1,-1
"4818",0,1,1,1,-1,-1,1,1
"4823",0,-1,-1,1,-1,-1,1,1
"4824",0,-1,-1,1,-1,-1,-1,1
"4826",-1,1,-1,1,-1,-1,1,-1
"4828",1,1,-1,1,-1,-1,1,1
"4830",0,-1,-1,1,-1,-1,1,-1
"4833",0,1,-1,-1,-1,0,1,1
"4840",-1,1,-1,1,-1,0,1,-1
"4842",0,1,-1,1,-1,0,-1,1
"4843",0,1,1,1,-1,0,1,1
"4850",0,1,-1,1,-1,-1,1,1
"4851",-1,0,-1,1,-1,0,1,-1
"4854",0,0,-1,1,-1,0,1,1
"4856",0,-1,-1,1,-1,1,1,-1
"4857",0,-1,-1,1,-1,-1,1,-1
"4859",1,1,-1,1,-1,1,1,1
"4860",0,1,-1,1,-1,1,1,1
"4862",0,1,-1,1,-1,-1,1,1
"4872",0,-1,-1,1,1,-1,1,1
"4874",1,-1,-1,1,-1,0,1,1
"4875",-1,-1,-1,1,-1,-1,1,-1
"4881",-1,-1,-1,1,-1,0,1,-1
"4882",0,1,1,1,-1,-1,1,1
"4890",0,-1,-1,1,1,0,1,1
"4909",1,1,1,1,-1,0,1,1
"4911",-1,-1,-1,1,-1,0,1,-1
"4919",-1,-1,-1,1,-1,-1,1,-1
"4920",-1,-1,1,1,-1,0,1,-1
"4924",0,1,1,1,-1,1,1,1
"4929",1,1,-1,1,-1,0,1,1
"4939",0,1,-1,1,-1,0,1,1
"4941",-1,1,-1,-1,-1,0,1,-1
"4942",-1,1,-1,-1,-1,0,1,-1
"4943",0,-1,-1,1,-1,0,1,1
"4947",0,-1,-1,1,-1,1,1,-1
"4950",1,1,-1,1,-1,1,1,1
"4955",-1,-1,1,1,-1,0,1,-1
"4960",0,1,-1,1,-1,-1,1,1
"4966",1,1,-1,1,-1,1,0,1
"4968",0,1,-1,1,-1,1,1,-1
"4969",0,1,-1,1,1,0,-1,1
"4970",0,1,-1,1,-1,0,-1,1
"4974",-1,-1,-1,1,0,-1,1,-1
"4979",-1,-1,-1,1,-1,0,-1,-1
"4980",-1,1,1,-1,-1,0,1,-1
"4981",0,1,-1,1,-1,1,1,-1
"4985",0,-1,-1,1,-1,-1,1,1
"4986",0,1,1,1,-1,0,1,1
"4988",0,1,-1,1,1,-1,1,1
"4993",0,1,1,-1,-1,1,0,-1
"4994",-1,-1,-1,1,-1,1,1,-1
"4995",-1,-1,-1,1,-1,1,1,-1
"4996",1,1,-1,1,1,1,1,1
"5003",0,-1,-1,-1,-1,-1,1,1
"5004",-1,-1,-1,1,-1,1,1,-1
"5012",-1,-1,-1,-1,-1,0,1,-1
"5016",0,1,-1,1,-1,-1,1,1
"5018",0,1,-1,1,-1,1,1,1
"5030",0,1,1,1,-1,1,1,1
"5037",1,-1,-1,1,-1,-1,1,-1
"5038",0,1,-1,1,-1,0,1,1
"5041",-1,1,-1,-1,-1,0,1,-1
"5046",0,1,1,1,-1,1,1,1
"5048",0,1,-1,1,-1,-1,1,1
"5052",0,-1,-1,-1,-1,-1,1,-1
"5057",-1,-1,0,1,-1,0,1,-1
"5065",0,1,-1,1,1,-1,1,1
"5073",0,-1,-1,1,-1,0,1,1
"5074",-1,1,-1,1,-1,0,1,-1
"5075",0,1,-1,1,-1,-1,1,1
"5078",1,1,0,1,-1,0,1,1
"5081",0,1,-1,1,-1,-1,1,-1
"5083",1,-1,-1,1,-1,1,1,1
"5085",-1,-1,-1,1,-1,0,1,-1
"5094",1,1,-1,1,-1,0,1,1
"5096",0,-1,-1,1,-1,-1,1,-1
"5098",-1,-1,-1,1,-1,0,0,-1
"5099",-1,-1,-1,1,-1,-1,1,-1
"5104",-1,-1,-1,1,0,0,1,-1
"5106",-1,1,1,1,-1,0,-1,-1
"5108",1,-1,-1,1,-1,0,1,1
"5111",0,1,-1,1,-1,1,1,-1
"5114",-1,1,0,1,-1,1,1,-1
"5120",1,-1,-1,1,1,0,1,1
"5123",0,1,-1,1,-1,0,1,1
"5124",1,0,-1,1,-1,1,1,1
"5126",1,-1,-1,-1,-1,0,-1,-1
"5129",0,-1,-1,-1,-1,0,1,-1
"5133",-1,-1,-1,1,-1,0,-1,-1
"5137",0,1,-1,-1,-1,1,1,1
"5141",-1,-1,0,1,-1,0,1,-1
"5147",-1,-1,0,-1,-1,0,-1,-1
"5153",0,1,-1,-1,-1,0,-1,1
"5154",0,-1,-1,1,-1,1,1,1
"5159",0,-1,-1,-1,-1,1,1,1
"5162",0,1,-1,1,-1,1,1,1
"5163",1,1,1,1,-1,1,-1,1
"5164",1,1,-1,1,-1,1,1,1
"5173",0,1,0,-1,-1,1,-1,1
"5176",0,-1,-1,-1,-1,-1,1,1
"5178",0,0,-1,1,-1,1,1,1
"5181",0,-1,-1,-1,-1,1,1,1
"5185",0,-1,-1,0,1,-1,1,1
"5188",1,1,1,1,-1,1,1,1
"5195",-1,1,-1,-1,-1,0,1,-1
"5196",-1,1,-1,-1,-1,1,-1,-1
"5201",1,-1,-1,-1,1,1,1,1
"5204",-1,-1,1,1,-1,0,-1,-1
"5205",0,1,1,-1,1,1,1,1
"5208",-1,-1,-1,-1,-1,0,-1,-1
"5212",0,1,1,-1,-1,0,-1,1
"5213",-1,-1,1,1,-1,0,-1,-1
"5218",0,-1,-1,1,-1,1,-1,1
"5219",0,1,1,1,1,0,1,1
"5222",0,1,1,1,-1,1,-1,1
"5231",-1,1,-1,1,-1,0,-1,-1
"5236",1,-1,-1,1,-1,0,-1,1
"5239",1,-1,-1,1,-1,0,-1,-1
"5246",1,-1,-1,-1,-1,0,-1,-1
"5249",0,1,1,1,-1,-1,-1,1
"5255",0,-1,0,-1,-1,1,-1,1
"5256",0,1,1,-1,-1,-1,1,1
"5257",-1,0,-1,1,-1,0,1,-1
"5260",-1,-1,-1,1,-1,0,-1,-1
"5261",0,1,0,1,-1,1,-1,1
"5263",1,-1,-1,-1,-1,0,-1,-1
"5266",0,-1,-1,1,-1,0,1,-1
"5268",1,-1,-1,1,-1,-1,1,1
"5270",1,1,-1,1,-1,1,1,1
"5272",0,1,-1,-1,-1,-1,1,1
"5273",0,1,1,-1,-1,1,1,1
"5274",1,-1,-1,1,-1,-1,1,1
"5276",0,-1,-1,1,-1,0,-1,-1
"5277",0,-1,-1,1,-1,1,1,1
"5278",-1,-1,-1,0,-1,0,-1,-1
"5284",-1,1,-1,1,-1,0,-1,-1
"5286",-1,-1,-1,-1,-1,1,-1,-1
"5289",1,1,1,-1,1,-1,1,1
"5298",0,1,-1,-1,-1,-1,-1,1
"5300",1,1,1,1,-1,1,-1,1
"5309",1,1,-1,-1,-1,1,1,1
"5310",0,1,-1,1,-1,-1,1,1
"5314",0,-1,0,1,-1,0,1,-1
"5315",-1,-1,-1,1,-1,0,-1,-1
"5317",-1,1,1,1,-1,0,1,-1
"5318",0,1,1,-1,-1,-1,-1,-1
"5322",0,1,1,-1,1,0,1,1
"5331",0,1,-1,1,-1,1,1,1
"5334",0,1,-1,1,-1,0,1,1
"5338",-1,-1,-1,1,-1,0,-1,-1
"5344",0,1,1,-1,1,1,-1,1
"5366",1,1,-1,1,-1,-1,1,1
"5368",1,-1,-1,1,-1,0,-1,-1
"5370",0,1,-1,1,-1,1,1,1
"5372",1,-1,-1,1,1,1,0,1
"5376",1,-1,-1,-1,-1,-1,1,1
"5377",0,1,0,1,-1,1,-1,1
"5386",-1,1,1,-1,-1,0,-1,-1
"5388",1,1,-1,1,-1,0,1,1
"5398",-1,-1,-1,-1,-1,0,1,-1
"5402",0,1,-1,0,-1,0,-1,-1
"5405",0,-1,-1,0,-1,1,-1,-1
"5418",-1,1,-1,1,-1,0,-1,-1
"5420",0,1,1,-1,1,1,1,1
"5421",-1,-1,-1,1,-1,0,-1,-1
"5423",1,-1,-1,1,1,0,-1,1
"5426",0,-1,-1,1,-1,0,1,1
"5430",0,1,1,1,-1,1,-1,1
"5432",-1,1,1,-1,-1,0,-1,-1
"5436",-1,1,-1,1,-1,0,1,-1
"5437",1,-1,-1,1,-1,0,1,1
"5443",1,1,1,1,1,1,-1,1
"5450",-1,-1,0,1,-1,0,1,-1
"5454",1,1,-1,-1,1,1,-1,1
"5456",1,1,-1,-1,-1,0,-1,-1
"5457",0,1,-1,-1,-1,0,-1,1
"5462",1,1,1,1,1,1,1,1
"5466",1,1,1,-1,-1,0,1,-1
"5468",1,1,1,1,1,1,-1,1
"5473",-1,1,1,1,-1,0,-1,-1
"5474",0,1,-1,1,-1,1,-1,-1
"5478",0,-1,-1,1,-1,1,1,1
"5482",1,-1,-1,-1,-1,1,1,1
"5483",0,1,-1,1,1,0,1,1
"5487",-1,-1,-1,1,-1,1,1,-1
"5488",-1,-1,-1,1,-1,1,-1,-1
"5492",1,-1,-1,1,1,-1,-1,1
"5493",1,1,-1,1,-1,-1,1,1
"5494",0,1,-1,-1,-1,1,-1,1
"5500",-1,-1,-1,-1,-1,0,-1,-1
"5502",0,1,1,-1,-1,1,-1,1
"5504",-1,1,1,1,-1,0,-1,-1
"5511",0,1,-1,1,-1,1,-1,1
"5513",1,-1,-1,-1,1,1,-1,1
"5519",0,1,1,-1,-1,1,-1,1
"5522",0,1,1,1,-1,0,1,1
"5536",0,1,-1,1,-1,0,-1,-1
"5549",1,1,-1,1,1,1,1,1
"5556",-1,1,-1,1,-1,0,1,-1
"5559",0,1,0,-1,-1,1,1,1
"5564",0,1,-1,1,-1,1,-1,1
"5565",1,1,-1,1,-1,0,-1,1
"5566",-1,-1,-1,1,-1,0,1,-1
"5570",0,-1,-1,1,-1,0,-1,-1
"5573",0,-1,-1,1,0,1,-1,1
"5574",1,-1,-1,1,1,0,-1,1
"5575",0,1,-1,1,-1,1,-1,1
"5579",0,1,-1,0,-1,1,-1,1
"5584",1,1,-1,-1,-1,1,0,-1
"5588",0,1,-1,-1,-1,1,1,1
"5589",0,1,-1,-1,-1,1,1,1
"5591",0,-1,-1,-1,-1,0,-1,-1
"5592",0,-1,-1,-1,-1,1,1,1
"5599",-1,-1,-1,1,-1,1,-1,-1
"5600",0,-1,-1,-1,-1,1,-1,1
"5602",0,-1,-1,1,-1,0,1,-1
"5612",1,-1,-1,1,-1,1,1,1
"5615",-1,-1,-1,1,-1,0,-1,-1
"5617",0,1,-1,1,-1,0,1,1
"5624",0,-1,-1,1,-1,-1,1,-1
"5625",0,1,-1,1,1,1,-1,1
"5632",0,1,1,-1,-1,-1,-1,1
"5639",-1,-1,-1,-1,-1,0,-1,-1
"5643",-1,1,-1,-1,-1,0,-1,-1
"5645",-1,-1,-1,1,-1,0,-1,-1
"5647",1,1,1,1,-1,-1,1,1
"5663",1,1,-1,1,-1,1,-1,1
"5665",0,1,-1,1,-1,-1,1,-1
"5672",1,1,1,1,-1,1,-1,1
"5673",-1,-1,-1,-1,-1,0,-1,-1
"5675",-1,1,-1,1,-1,0,-1,-1
"5678",0,1,-1,-1,-1,1,-1,1
"5683",1,-1,1,-1,-1,-1,-1,1
"5687",0,1,-1,1,-1,-1,-1,1
"5688",0,1,-1,1,1,1,0,1
"5694",-1,-1,-1,-1,-1,1,1,-1
"5696",1,-1,-1,1,1,-1,1,1
"5698",-1,0,-1,1,-1,0,-1,-1
"5700",-1,-1,-1,1,-1,1,1,-1
"5701",0,-1,-1,1,-1,0,1,-1
"5705",1,1,-1,1,1,-1,-1,1
"5706",1,-1,-1,0,1,1,1,1
"5708",-1,-1,-1,-1,-1,1,-1,-1
"5711",0,-1,-1,1,-1,1,1,1
"5717",0,1,-1,1,1,1,-1,1
"5719",0,1,0,1,1,1,1,1
"5727",-1,-1,-1,-1,-1,0,-1,-1
"5728",1,1,1,1,-1,1,1,-1
"5736",-1,1,1,1,-1,1,-1,-1
"5739",-1,1,1,1,-1,0,-1,-1
"5743",-1,-1,0,1,-1,1,1,-1
"5746",-1,1,1,-1,-1,1,-1,-1
"5747",0,1,-1,-1,-1,0,1,-1
"5748",1,1,-1,1,1,0,-1,1
"5751",-1,1,-1,-1,-1,-1,1,-1
"5756",-1,1,-1,1,-1,0,1,-1
"5758",-1,-1,-1,1,-1,0,-1,-1
"5765",0,1,-1,1,1,1,-1,1
"5767",-1,-1,-1,1,-1,0,-1,-1
"5768",0,-1,-1,1,-1,0,-1,-1
"5770",1,1,-1,1,1,1,1,1
"5774",-1,-1,-1,1,-1,0,-1,-1
"5777",1,-1,-1,1,-1,-1,-1,1
"5779",0,-1,1,1,-1,1,1,1
"5783",0,1,1,1,-1,-1,-1,1
"5784",-1,1,1,1,-1,-1,-1,-1
"5785",0,1,1,-1,-1,-1,1,1
"5786",-1,-1,-1,1,-1,-1,-1,-1
"5790",0,-1,0,1,-1,0,-1,-1
"5792",-1,-1,-1,-1,-1,0,-1,-1
"5801",1,-1,0,1,-1,1,-1,1
"5803",1,1,-1,1,-1,1,1,1
"5806",0,-1,-1,1,-1,0,1,-1
"5807",-1,-1,-1,1,-1,0,-1,-1
"5808",0,-1,0,-1,-1,-1,1,1
"5811",1,1,-1,-1,-1,1,-1,1
"5820",-1,-1,-1,1,-1,0,-1,-1
"5826",0,-1,-1,0,-1,1,1,1
"5827",0,1,-1,1,-1,1,-1,1
"5831",1,-1,-1,1,-1,0,-1,1
"5838",0,1,-1,1,-1,1,-1,-1
"5839",0,1,-1,1,-1,1,1,1
"5840",0,1,1,1,-1,1,-1,1
"5841",1,1,-1,-1,1,1,0,1
"5845",0,-1,1,-1,-1,-1,-1,1
"5854",-1,-1,-1,-1,-1,0,-1,-1
"5856",-1,0,1,-1,-1,0,-1,-1
"5859",0,1,-1,1,1,-1,-1,1
"5862",-1,-1,-1,1,-1,0,-1,-1
"5863",-1,-1,-1,-1,-1,0,-1,-1
"5866",0,1,-1,1,-1,0,1,-1
"5867",0,-1,-1,1,-1,-1,-1,1
"5870",-1,1,-1,1,-1,0,-1,-1
"5871",0,1,-1,1,-1,1,-1,1
"5874",1,-1,-1,1,-1,-1,-1,1
"5875",0,0,-1,-1,-1,0,-1,-1
"5880",0,-1,-1,1,-1,1,-1,1
"5881",-1,-1,-1,1,-1,1,-1,-1
"5882",-1,0,-1,1,-1,0,1,-1
"5887",-1,-1,-1,1,-1,1,1,-1
"5898",-1,-1,-1,-1,-1,0,0,-1
"5900",-1,1,1,-1,-1,0,-1,-1
"5901",0,-1,-1,1,-1,1,0,1
"5906",0,1,-1,1,1,-1,1,1
"5907",0,-1,-1,-1,-1,0,-1,-1
"5913",-1,-1,-1,-1,-1,0,1,-1
"5914",1,-1,-1,1,1,0,-1,1
"5916",0,1,-1,1,-1,1,-1,-1
"5919",0,1,-1,1,-1,1,1,1
"5922",0,1,-1,1,-1,1,1,1
"5926",0,1,-1,1,-1,1,1,1
"5928",0,1,-1,1,-1,-1,-1,1
"5930",0,1,-1,1,-1,1,-1,1
"5932",1,1,-1,-1,-1,0,1,1
"5939",0,-1,-1,1,-1,0,-1,1
"5942",0,-1,-1,1,1,0,1,1
"5949",-1,-1,-1,1,-1,0,-1,-1
"5951",-1,-1,-1,1,-1,0,-1,-1
"5953",0,-1,-1,1,-1,0,1,1
"5956",-1,-1,-1,-1,-1,0,-1,-1
"5958",-1,-1,-1,1,-1,0,-1,-1
"5959",0,1,-1,1,-1,1,-1,1
"5961",1,1,-1,1,-1,0,1,1
"5965",0,1,-1,-1,-1,1,1,1
"5969",0,-1,-1,1,-1,0,1,1
"5971",0,1,-1,1,-1,0,-1,1
"5975",-1,1,-1,1,-1,1,1,-1
"5980",0,-1,-1,1,-1,0,1,1
"5983",0,1,1,1,-1,0,-1,1
"5986",0,1,-1,1,1,1,-1,1
"5993",1,1,-1,1,1,1,1,1
"5998",0,-1,-1,1,-1,0,-1,-1
"6000",-1,-1,-1,1,-1,0,-1,-1
"6002",-1,1,1,1,-1,-1,-1,-1
"6003",0,1,1,1,-1,1,-1,1
"6005",0,-1,-1,-1,-1,0,-1,-1
"6007",-1,1,1,1,-1,0,1,-1
"6010",1,1,-1,1,-1,1,1,1
"6019",0,1,0,1,-1,1,1,1
"6021",-1,-1,0,1,-1,0,-1,-1
"6026",0,1,1,-1,-1,0,1,1
"6029",0,1,-1,1,-1,0,1,-1
"6044",-1,-1,-1,1,-1,0,1,-1
"6045",0,1,1,1,-1,1,1,1
"6051",0,-1,-1,1,-1,0,-1,-1
"6062",-1,0,-1,-1,-1,0,-1,-1
"6070",-1,1,1,-1,-1,1,1,-1
"6071",-1,1,-1,1,-1,0,-1,-1
"6073",0,1,1,-1,-1,-1,-1,1
"6076",0,0,-1,-1,-1,0,1,1
"6080",0,1,-1,1,-1,0,-1,1
"6082",-1,1,1,1,-1,0,-1,-1
"6084",0,-1,-1,1,-1,0,-1,-1
